geoName,interest,date,lat,long
Anchorage AK USA,21,2019-01-01,61.2163129,-149.8948523
Atlanta GA USA,1,2019-01-01,33.7490987,-84.3901849
Bakersfield CA USA,15,2019-01-01,35.3738712,-119.0194639
Boston MA USA,1,2019-01-01,42.3602534,-71.0582912
Chico CA USA,22,2019-01-01,39.7284945,-121.8374777
Denver CO USA,2,2019-01-01,39.7348381,-104.9653271
Detroit MI USA,3,2019-01-01,42.3315509,-83.0466403
Eugene OR USA,15,2019-01-01,44.0505054,-123.0950506
Eureka CA USA,64,2019-01-01,40.8020712,-124.1636729
Fresno CA USA,30,2019-01-01,36.7295295,-119.70886126075588
Hartford CT USA,3,2019-01-01,43.648048,-70.241416
Kansas City MO USA,5,2019-01-01,39.100105,-94.5781416
Knoxville TN USA,7,2019-01-01,35.9603948,-83.9210261
Little Rock AR USA,7,2019-01-01,34.7464809,-92.2895948
Los Angeles CA USA,12,2019-01-01,34.0536909,-118.2427666
Madison WI USA,8,2019-01-01,43.074761,-89.3837613
Meridian MS USA,100,2019-01-01,43.61732135,-116.40613112241579
Miami FL USA,2,2019-01-01,25.7742658,-80.1936589
Mobile AL USA,7,2019-01-01,39.092585,-84.853229
Monterey CA USA,21,2019-01-01,36.2231079,-121.3877428
Montgomery AL USA,20,2019-01-01,40.85239,-78.266098
New York NY USA,1,2019-01-01,40.7127281,-74.0060152
Omaha NE USA,7,2019-01-01,41.2587459,-95.9383758
Philadelphia PA USA,1,2019-01-01,39.9527237,-75.1635262
Phoenix AZ USA,2,2019-01-01,33.4484367,-112.0741417
Portland OR USA,2,2019-01-01,45.5202471,-122.6741949
Roanoke VA USA,9,2019-01-01,37.270973,-79.9414313
Sacramento CA USA,4,2019-01-01,38.5815719,-121.4943996
San Diego CA USA,3,2019-01-01,32.7174209,-117.1627714
San Francisco CA USA,5,2019-01-01,37.7790262,-122.4199061
Spokane WA USA,18,2019-01-01,47.6579425,-117.4212265
Tri VA USA,15,2019-01-01,38.5467876,-77.3366491
Wilkes Barre PA USA,7,2019-01-01,41.2464824,-75.8817316
Anchorage AK USA,68,2019-01-07,61.2163129,-149.8948523
Atlanta GA USA,3,2019-01-07,33.7490987,-84.3901849
Austin TX USA,9,2019-01-07,30.2711286,-97.7436995
Bakersfield CA USA,47,2019-01-07,35.3738712,-119.0194639
Baltimore MD USA,18,2019-01-07,39.284749399999995,-76.62047463969989
Biloxi MS USA,97,2019-01-07,30.374673,-88.84594333482862
Boston MA USA,3,2019-01-07,42.3602534,-71.0582912
Burlington VT USA,35,2019-01-07,44.4762975,-73.2135472
Chicago IL USA,3,2019-01-07,41.8755616,-87.6244212
Columbus OH USA,10,2019-01-07,39.9622601,-83.0007065
Dallas TX USA,4,2019-01-07,32.7762719,-96.7968559
Denver CO USA,5,2019-01-07,39.7348381,-104.9653271
Detroit MI USA,5,2019-01-07,42.3315509,-83.0466403
El Paso TX USA,32,2019-01-07,31.7754152,-106.4646348
Flint MI USA,30,2019-01-07,43.0161693,-83.6900211
Fresno CA USA,54,2019-01-07,36.7295295,-119.70886126075588
Ft. Myers FL USA,21,2019-01-07,26.640628,-81.8723084
Grand Rapids MI USA,14,2019-01-07,42.9142413,-85.533004
Greensboro NC USA,17,2019-01-07,36.0726355,-79.7919754
Greenville SC USA,13,2019-01-07,34.851354,-82.3984882
Harrisburg PA USA,15,2019-01-07,40.2663107,-76.8861122
Houston TX USA,3,2019-01-07,29.7589382,-95.3676974
Indianapolis IN USA,9,2019-01-07,39.7683331,-86.1583502
Kansas City MO USA,10,2019-01-07,39.100105,-94.5781416
La Crosse WI USA,60,2019-01-07,43.8014053,-91.2395429
Las Vegas NV USA,11,2019-01-07,36.1672559,-115.1485163
Los Angeles CA USA,74,2019-01-07,34.0536909,-118.2427666
Medford OR USA,72,2019-01-07,42.3264181,-122.8718605
Milwaukee WI USA,10,2019-01-07,43.0349931,-87.922497
Minneapolis MN USA,10,2019-01-07,44.9772995,-93.2654692
Mobile AL USA,22,2019-01-07,39.092585,-84.853229
Monterey CA USA,56,2019-01-07,36.2231079,-121.3877428
Montgomery AL USA,62,2019-01-07,40.85239,-78.266098
New York NY USA,3,2019-01-07,40.7127281,-74.0060152
Orlando FL USA,5,2019-01-07,28.5479786,-81.41278418563017
Palm Springs CA USA,72,2019-01-07,33.8246269,-116.540303
Philadelphia PA USA,3,2019-01-07,39.9527237,-75.1635262
Phoenix AZ USA,7,2019-01-07,33.4484367,-112.0741417
Pittsburgh PA USA,9,2019-01-07,40.4416941,-79.9900861
Portland OR USA,7,2019-01-07,45.5202471,-122.6741949
Raleigh NC USA,6,2019-01-07,35.7803977,-78.6390989
Sacramento CA USA,16,2019-01-07,38.5815719,-121.4943996
Salt Lake City UT USA,8,2019-01-07,40.7596198,-111.8867975
San Diego CA USA,29,2019-01-07,32.7174209,-117.1627714
San Francisco CA USA,21,2019-01-07,37.7790262,-122.4199061
Santa Barbara CA USA,100,2019-01-07,34.4221319,-119.7026673
Seattle WA USA,6,2019-01-07,47.6038321,-122.3300624
Sioux Falls SD USA,49,2019-01-07,43.5499749,-96.700327
St. Louis MO USA,8,2019-01-07,38.6268039,-90.1994097
Syracuse NY USA,32,2019-01-07,43.0481221,-76.1474244
Traverse City MI USA,65,2019-01-07,44.7606441,-85.6165301
Washington DC USA,4,2019-01-07,38.8948932,-77.0365529
Albany GA USA,42,2019-01-14,40.0555158,-82.8457691
Albany NY USA,7,2019-01-14,42.6511674,-73.754968
Albuquerque NM USA,7,2019-01-14,35.0841034,-106.6509851
Amarillo TX USA,30,2019-01-14,35.2072185,-101.8338246
Atlanta GA USA,3,2019-01-14,33.7490987,-84.3901849
Austin TX USA,4,2019-01-14,30.2711286,-97.7436995
Bakersfield CA USA,47,2019-01-14,35.3738712,-119.0194639
Baltimore MD USA,7,2019-01-14,39.284749399999995,-76.62047463969989
Bluefield WV USA,56,2019-01-14,37.2698395,-81.2223195
Boise ID USA,29,2019-01-14,43.6166163,-116.200886
Boston MA USA,3,2019-01-14,42.3602534,-71.0582912
Butte MT USA,60,2019-01-14,46.0131505,-112.5365089
Cedar Rapids IA USA,14,2019-01-14,41.9758872,-91.6704053
Champaign IL USA,14,2019-01-14,40.1164205,-88.2433829
Charlotte NC USA,4,2019-01-14,35.2270869,-80.8431268
Chattanooga TN USA,13,2019-01-14,35.0457219,-85.3094883
Chicago IL USA,2,2019-01-14,41.8755616,-87.6244212
Chico CA USA,27,2019-01-14,39.7284945,-121.8374777
Cleveland OH USA,3,2019-01-14,41.5051613,-81.6934446
Columbia MO USA,30,2019-01-14,38.951883,-92.3337366
Dallas TX USA,2,2019-01-14,32.7762719,-96.7968559
Denver CO USA,2,2019-01-14,39.7348381,-104.9653271
Detroit MI USA,4,2019-01-14,42.3315509,-83.0466403
Eureka CA USA,84,2019-01-14,40.8020712,-124.1636729
Fresno CA USA,10,2019-01-14,36.7295295,-119.70886126075588
Ft. Smith AR USA,15,2019-01-14,35.3872218,-94.4248983
Ft. Wayne IN USA,19,2019-01-14,41.0799898,-85.1386015
Gainesville FL USA,29,2019-01-14,29.67357765,-82.32337460192167
Grand Rapids MI USA,6,2019-01-14,42.9142413,-85.533004
Green Bay WI USA,11,2019-01-14,44.5126379,-88.0125794
Greensboro NC USA,7,2019-01-14,36.0726355,-79.7919754
Greenville SC USA,5,2019-01-14,34.851354,-82.3984882
Harlingen TX USA,10,2019-01-14,26.1908241,-97.6959794
Harrisburg PA USA,6,2019-01-14,40.2663107,-76.8861122
Hartford CT USA,4,2019-01-14,43.648048,-70.241416
Houston TX USA,1,2019-01-14,29.7589382,-95.3676974
Indianapolis IN USA,6,2019-01-14,39.7683331,-86.1583502
Jacksonville FL USA,6,2019-01-14,30.3321838,-81.655651
Las Vegas NV USA,5,2019-01-14,36.1672559,-115.1485163
Los Angeles CA USA,25,2019-01-14,34.0536909,-118.2427666
Louisville KY USA,13,2019-01-14,38.2542376,-85.759407
Memphis TN USA,8,2019-01-14,35.1490215,-90.0516285
Miami FL USA,2,2019-01-14,25.7742658,-80.1936589
Minneapolis MN USA,3,2019-01-14,44.9772995,-93.2654692
Minot ND USA,35,2019-01-14,48.23251,-101.296273
Monterey CA USA,50,2019-01-14,36.2231079,-121.3877428
Nashville TN USA,4,2019-01-14,36.1622296,-86.7743531
New Orleans LA USA,7,2019-01-14,29.9499323,-90.0701156
New York NY USA,2,2019-01-14,40.7127281,-74.0060152
Odessa TX USA,27,2019-01-14,31.8457149,-102.367687
Omaha NE USA,25,2019-01-14,41.2587459,-95.9383758
Orlando FL USA,2,2019-01-14,28.5479786,-81.41278418563017
Palm Springs CA USA,56,2019-01-14,33.8246269,-116.540303
Philadelphia PA USA,3,2019-01-14,39.9527237,-75.1635262
Phoenix AZ USA,6,2019-01-14,33.4484367,-112.0741417
Portland OR USA,5,2019-01-14,45.5202471,-122.6741949
Portland ME USA,11,2019-01-14,43.6610277,-70.2548596
Providence RI USA,7,2019-01-14,41.8239891,-71.4128343
Raleigh NC USA,3,2019-01-14,35.7803977,-78.6390989
Reno NV USA,16,2019-01-14,39.5261206,-119.8126581
Rockford IL USA,29,2019-01-14,42.2713945,-89.093966
Sacramento CA USA,18,2019-01-14,38.5815719,-121.4943996
Salt Lake City UT USA,5,2019-01-14,40.7596198,-111.8867975
San Antonio TX USA,8,2019-01-14,29.4246002,-98.4951405
San Diego CA USA,6,2019-01-14,32.7174209,-117.1627714
San Francisco CA USA,79,2019-01-14,37.7790262,-122.4199061
Santa Barbara CA USA,30,2019-01-14,34.4221319,-119.7026673
Seattle WA USA,5,2019-01-14,47.6038321,-122.3300624
Sioux Falls SD USA,20,2019-01-14,43.5499749,-96.700327
Tampa FL USA,2,2019-01-14,27.9518491,-82.4563972
Tucson AZ USA,10,2019-01-14,32.2228765,-110.9748477
Tulsa OK USA,9,2019-01-14,36.1556805,-95.9929113
Washington DC USA,3,2019-01-14,38.8948932,-77.0365529
Wichita Falls TX USA,37,2019-01-14,33.9137085,-98.4933873
Wichita KS USA,11,2019-01-14,37.6922361,-97.3375448
Wilkes Barre PA USA,10,2019-01-14,41.2464824,-75.8817316
Yakima WA USA,20,2019-01-14,46.601557,-120.5108421
Yuma AZ USA,100,2019-01-14,32.6926588,-114.6276157
Abilene TX USA,54,2019-01-21,32.44645,-99.7475905
Anchorage AK USA,29,2019-01-21,61.2163129,-149.8948523
Atlanta GA USA,2,2019-01-21,33.7490987,-84.3901849
Austin TX USA,4,2019-01-21,30.2711286,-97.7436995
Bakersfield CA USA,21,2019-01-21,35.3738712,-119.0194639
Boston MA USA,1,2019-01-21,42.3602534,-71.0582912
Charleston WV USA,16,2019-01-21,38.3505995,-81.6332812
Chicago IL USA,1,2019-01-21,41.8755616,-87.6244212
Cleveland OH USA,3,2019-01-21,41.5051613,-81.6934446
Columbus OH USA,4,2019-01-21,39.9622601,-83.0007065
Dallas TX USA,1,2019-01-21,32.7762719,-96.7968559
Davenport IA USA,20,2019-01-21,41.5236436,-90.5776368
Denver CO USA,2,2019-01-21,39.7348381,-104.9653271
Des Moines IA USA,11,2019-01-21,41.5910641,-93.6037149
Fresno CA USA,35,2019-01-21,36.7295295,-119.70886126075588
Ft. Myers FL USA,8,2019-01-21,26.640628,-81.8723084
Grand Rapids MI USA,6,2019-01-21,42.9142413,-85.533004
Greensboro NC USA,7,2019-01-21,36.0726355,-79.7919754
Harlingen TX USA,11,2019-01-21,26.1908241,-97.6959794
Hartford CT USA,4,2019-01-21,43.648048,-70.241416
Houston TX USA,1,2019-01-21,29.7589382,-95.3676974
Indianapolis IN USA,4,2019-01-21,39.7683331,-86.1583502
Kansas City MO USA,4,2019-01-21,39.100105,-94.5781416
Las Vegas NV USA,5,2019-01-21,36.1672559,-115.1485163
Lincoln NE USA,18,2019-01-21,40.8088861,-96.7077751
Los Angeles CA USA,23,2019-01-21,34.0536909,-118.2427666
Medford OR USA,32,2019-01-21,42.3264181,-122.8718605
Miami FL USA,2,2019-01-21,25.7742658,-80.1936589
Minneapolis MN USA,2,2019-01-21,44.9772995,-93.2654692
Minot ND USA,35,2019-01-21,48.23251,-101.296273
Monterey CA USA,35,2019-01-21,36.2231079,-121.3877428
New York NY USA,1,2019-01-21,40.7127281,-74.0060152
Palm Springs CA USA,92,2019-01-21,33.8246269,-116.540303
Philadelphia PA USA,3,2019-01-21,39.9527237,-75.1635262
Phoenix AZ USA,4,2019-01-21,33.4484367,-112.0741417
