geoName,interest,date,lat,long,city
Kansas City Missouri United States of America,21,2019-01-01,39.100105,-94.5781416,Kansas City 
Los Angeles California United States of America,3,2019-01-01,34.0536909,-118.2427666,Los Angeles 
Sacramento California United States of America,13,2019-01-01,38.5815719,-121.4943996,Sacramento 
Yakima Washington United States of America,100,2019-01-01,46.601557,-120.5108421,Yakima 
Colorado Springs Colorado United States of America,20,2019-01-07,38.8339578,-104.8253485,Colorado Springs 
Detroit Michigan United States of America,4,2019-01-07,42.3315509,-83.0466403,Detroit 
Ft. Wayne Indiana United States of America,33,2019-01-07,41.0799898,-85.1386015,Ft. Wayne 
Houston Texas United States of America,2,2019-01-07,29.7589382,-95.3676974,Houston 
Los Angeles California United States of America,2,2019-01-07,34.0536909,-118.2427666,Los Angeles 
Rapid City South Dakota United States of America,100,2019-01-07,44.081176,-103.228006,Rapid City 
Salt Lake City Utah United States of America,6,2019-01-07,40.7596198,-111.8867975,Salt Lake City 
Wilmington North Carolina United States of America,41,2019-01-07,34.2257282,-77.9447107,Wilmington 
Cleveland Ohio United States of America,100,2019-01-14,41.5051613,-81.6934446,Cleveland 
Austin Texas United States of America,34,2019-01-21,30.2711286,-97.7436995,Austin 
Dallas Texas United States of America,10,2019-01-21,32.7762719,-96.7968559,Dallas 
Dayton Ohio United States of America,100,2019-01-21,39.7589478,-84.1916069,Dayton 
Minneapolis Minnesota United States of America,57,2019-01-28,44.9772995,-93.2654692,Minneapolis 
New York New York United States of America,10,2019-01-28,36.1021436,-115.17449463280128,New York 
Pittsburgh Pennsylvania United States of America,100,2019-01-28,40.4416941,-79.9900861,Pittsburgh 
Hartford Connecticut United States of America,24,2019-02-04,41.764582,-72.6908547,Hartford 
New York New York United States of America,2,2019-02-04,36.1021436,-115.17449463280128,New York 
Santa Barbara California United States of America,100,2019-02-04,34.4221319,-119.7026673,Santa Barbara 
Boise Idaho United States of America,100,2019-02-11,43.6166163,-116.200886,Boise 
Cincinnati Ohio United States of America,29,2019-02-11,39.1014537,-84.5124602,Cincinnati 
Los Angeles California United States of America,4,2019-02-11,34.0536909,-118.2427666,Los Angeles 
Milwaukee Wisconsin United States of America,29,2019-02-11,43.0349931,-87.922497,Milwaukee 
New York New York United States of America,3,2019-02-11,36.1021436,-115.17449463280128,New York 
Portland Oregon United States of America,20,2019-02-11,45.5202471,-122.6741949,Portland 
Salt Lake City Utah United States of America,23,2019-02-11,40.7596198,-111.8867975,Salt Lake City 
New York New York United States of America,1,2019-02-18,36.1021436,-115.17449463280128,New York 
Rochester Minnesota United States of America,100,2019-02-18,44.0234387,-92.4630182,Rochester 
Atlanta Georgia United States of America,49,2019-02-25,33.7490987,-84.3901849,Atlanta 
Cleveland Ohio United States of America,100,2019-02-25,41.5051613,-81.6934446,Cleveland 
Los Angeles California United States of America,38,2019-02-25,34.0536909,-118.2427666,Los Angeles 
San Diego California United States of America,98,2019-02-25,32.7174209,-117.1627714,San Diego 
Los Angeles California United States of America,13,2019-03-04,34.0536909,-118.2427666,Los Angeles 
Milwaukee Wisconsin United States of America,100,2019-03-04,43.0349931,-87.922497,Milwaukee 
Atlanta Georgia United States of America,12,2019-03-11,33.7490987,-84.3901849,Atlanta 
Chicago Illinois United States of America,8,2019-03-11,41.8755616,-87.6244212,Chicago 
Columbus Ohio United States of America,39,2019-03-11,39.9622601,-83.0007065,Columbus 
Detroit Michigan United States of America,19,2019-03-11,42.3315509,-83.0466403,Detroit 
Minneapolis Minnesota United States of America,20,2019-03-11,44.9772995,-93.2654692,Minneapolis 
Portland Oregon United States of America,28,2019-03-11,45.5202471,-122.6741949,Portland 
Rochester New York United States of America,100,2019-03-11,43.157285,-77.615214,Rochester 
Albuquerque New Mexico United States of America,100,2019-03-18,35.0841034,-106.6509851,Albuquerque 
Birmingham Alabama United States of America,90,2019-03-18,33.5206824,-86.8024326,Birmingham 
Chicago Illinois United States of America,13,2019-03-18,41.8755616,-87.6244212,Chicago 
Columbus Ohio United States of America,63,2019-03-18,39.9622601,-83.0007065,Columbus 
Indianapolis Indiana United States of America,55,2019-03-18,39.7683331,-86.1583502,Indianapolis 
Los Angeles California United States of America,8,2019-03-18,34.0536909,-118.2427666,Los Angeles 
Boise Idaho United States of America,100,2019-03-25,43.6166163,-116.200886,Boise 
Indianapolis Indiana United States of America,13,2019-03-25,39.7683331,-86.1583502,Indianapolis 
St. Louis Missouri United States of America,11,2019-03-25,38.6529545,-90.24111656024635,St. Louis 
Dallas Texas United States of America,34,2019-04-01,32.7762719,-96.7968559,Dallas 
San Diego California United States of America,100,2019-04-01,32.7174209,-117.1627714,San Diego 
Boston Massachusetts United States of America,100,2019-04-08,42.3602534,-71.0582912,Boston 
Denver Colorado United States of America,13,2019-04-15,39.7392364,-104.9848623,Denver 
Detroit Michigan United States of America,14,2019-04-15,42.3315509,-83.0466403,Detroit 
Ft. Smith Arkansas United States of America,100,2019-04-15,35.3872218,-94.4248983,Ft. Smith 
Syracuse New York United States of America,81,2019-04-15,43.0481221,-76.1474244,Syracuse 
Charlotte North Carolina United States of America,11,2019-04-22,35.2270869,-80.8431268,Charlotte 
Chicago Illinois United States of America,3,2019-04-22,41.8755616,-87.6244212,Chicago 
Honolulu Hawaii United States of America,27,2019-04-22,21.304547,-157.8556764,Honolulu 
Kansas City Missouri United States of America,14,2019-04-22,39.100105,-94.5781416,Kansas City 
New York New York United States of America,1,2019-04-22,36.1021436,-115.17449463280128,New York 
Wausau Wisconsin United States of America,100,2019-04-22,44.9596017,-89.6298239,Wausau 
Eugene Oregon United States of America,100,2019-04-29,44.0505054,-123.0950506,Eugene 
Ft. Myers Florida United States of America,49,2019-04-29,26.640628,-81.8723084,Ft. Myers 
Los Angeles California United States of America,3,2019-04-29,34.0536909,-118.2427666,Los Angeles 
Waco Texas United States of America,56,2019-04-29,31.549333,-97.1466695,Waco 
Cincinnati Ohio United States of America,100,2019-05-06,39.1014537,-84.5124602,Cincinnati 
Houston Texas United States of America,12,2019-05-13,29.7589382,-95.3676974,Houston 
Los Angeles California United States of America,5,2019-05-13,34.0536909,-118.2427666,Los Angeles 
Philadelphia Pennsylvania United States of America,11,2019-05-13,39.9527237,-75.1635262,Philadelphia 
Roanoke Virginia United States of America,100,2019-05-13,37.270973,-79.9414313,Roanoke 
Charlotte North Carolina United States of America,54,2019-05-20,35.2270869,-80.8431268,Charlotte 
Grand Rapids Michigan United States of America,100,2019-05-20,42.9632405,-85.6678639,Grand Rapids 
San Francisco California United States of America,17,2019-05-20,37.7790262,-122.4199061,San Francisco 
St. Louis Missouri United States of America,58,2019-05-20,38.6529545,-90.24111656024635,St. Louis 
Washington District of Columbia United States of America,19,2019-05-20,38.8948932,-77.0365529,Washington 
Fresno California United States of America,100,2019-05-27,36.7295295,-119.70886126075588,Fresno 
Philadelphia Pennsylvania United States of America,17,2019-05-27,39.9527237,-75.1635262,Philadelphia 
Greenville South Carolina United States of America,100,2019-06-03,34.851354,-82.3984882,Greenville 
Los Angeles California United States of America,10,2019-06-03,34.0536909,-118.2427666,Los Angeles 
Orlando Florida United States of America,39,2019-06-03,28.5421109,-81.3790304,Orlando 
Las Vegas Nevada United States of America,100,2019-06-10,36.1672559,-115.1485163,Las Vegas 
Los Angeles California United States of America,12,2019-06-10,34.0536909,-118.2427666,Los Angeles 
Chico California United States of America,100,2019-06-17,39.7284945,-121.8374777,Chico 
Columbus Ohio United States of America,16,2019-06-17,39.9622601,-83.0007065,Columbus 
Detroit Michigan United States of America,8,2019-06-17,42.3315509,-83.0466403,Detroit 
Nashville Tennessee United States of America,11,2019-06-17,36.1622296,-86.7743531,Nashville 
New York New York United States of America,1,2019-06-17,36.1021436,-115.17449463280128,New York 
Phoenix Arizona United States of America,7,2019-06-17,33.4484367,-112.0741417,Phoenix 
Salt Lake City Utah United States of America,12,2019-06-17,40.7596198,-111.8867975,Salt Lake City 
Lexington Kentucky United States of America,26,2019-06-24,38.0464066,-84.4970393,Lexington 
Mobile Alabama United States of America,18,2019-06-24,30.6943566,-88.0430541,Mobile 
Monroe Louisiana United States of America,100,2019-06-24,32.5093109,-92.1193012,Monroe 
Nashville Tennessee United States of America,8,2019-06-24,36.1622296,-86.7743531,Nashville 
New York New York United States of America,1,2019-06-24,36.1021436,-115.17449463280128,New York 
San Francisco California United States of America,2,2019-06-24,37.7790262,-122.4199061,San Francisco 
Seattle Washington United States of America,4,2019-06-24,47.6038321,-122.3300624,Seattle 
Spokane Washington United States of America,26,2019-06-24,47.6579425,-117.4212265,Spokane 
Austin Texas United States of America,32,2019-07-01,30.2711286,-97.7436995,Austin 
New York New York United States of America,3,2019-07-01,36.1021436,-115.17449463280128,New York 
Wichita Kansas United States of America,100,2019-07-01,37.6922361,-97.3375448,Wichita 
Los Angeles California United States of America,5,2019-07-08,34.0536909,-118.2427666,Los Angeles 
Rochester New York United States of America,100,2019-07-08,43.157285,-77.615214,Rochester 
San Francisco California United States of America,9,2019-07-08,37.7790262,-122.4199061,San Francisco 
Dallas Texas United States of America,2,2019-07-15,32.7762719,-96.7968559,Dallas 
Indianapolis Indiana United States of America,7,2019-07-15,39.7683331,-86.1583502,Indianapolis 
Wheeling West Virginia United States of America,100,2019-07-15,40.0639616,-80.7209149,Wheeling 
New York New York United States of America,100,2019-07-22,36.1021436,-115.17449463280128,New York 
San Francisco California United States of America,5,2019-07-29,37.7790262,-122.4199061,San Francisco 
Tallahassee Florida United States of America,82,2019-07-29,30.4380832,-84.2809332,Tallahassee 
Tulsa Oklahoma United States of America,41,2019-07-29,36.1556805,-95.9929113,Tulsa 
Washington District of Columbia United States of America,5,2019-07-29,38.8948932,-77.0365529,Washington 
Youngstown Ohio United States of America,100,2019-07-29,41.1035786,-80.6520161,Youngstown 
Hartford Connecticut United States of America,60,2019-08-05,41.764582,-72.6908547,Hartford 
Louisville Kentucky United States of America,100,2019-08-05,38.2542376,-85.759407,Louisville 
New York New York United States of America,6,2019-08-05,36.1021436,-115.17449463280128,New York 
San Francisco California United States of America,16,2019-08-05,37.7790262,-122.4199061,San Francisco 
Washington District of Columbia United States of America,18,2019-08-05,38.8948932,-77.0365529,Washington 
Los Angeles California United States of America,5,2019-08-12,34.0536909,-118.2427666,Los Angeles 
Louisville Kentucky United States of America,59,2019-08-12,38.2542376,-85.759407,Louisville 
New York New York United States of America,7,2019-08-12,36.1021436,-115.17449463280128,New York 
Tucson Arizona United States of America,100,2019-08-12,32.2228765,-110.9748477,Tucson 
Dallas Texas United States of America,9,2019-08-19,32.7762719,-96.7968559,Dallas 
Los Angeles California United States of America,5,2019-08-19,34.0536909,-118.2427666,Los Angeles 
Madison Wisconsin United States of America,100,2019-08-19,43.074761,-89.3837613,Madison 
Miami Florida United States of America,17,2019-08-19,25.7742658,-80.1936589,Miami 
New York New York United States of America,3,2019-08-19,36.1021436,-115.17449463280128,New York 
Pittsburgh Pennsylvania United States of America,36,2019-08-19,40.4416941,-79.9900861,Pittsburgh 
San Francisco California United States of America,9,2019-08-19,37.7790262,-122.4199061,San Francisco 
Albuquerque New Mexico United States of America,18,2019-08-26,35.0841034,-106.6509851,Albuquerque 
Austin Texas United States of America,11,2019-08-26,30.2711286,-97.7436995,Austin 
Baltimore Maryland United States of America,11,2019-08-26,39.2908816,-76.610759,Baltimore 
Boston Massachusetts United States of America,8,2019-08-26,42.3602534,-71.0582912,Boston 
Charleston South Carolina United States of America,34,2019-08-26,32.7876012,-79.9402728,Charleston 
Colorado Springs Colorado United States of America,33,2019-08-26,38.8339578,-104.8253485,Colorado Springs 
Erie Pennsylvania United States of America,100,2019-08-26,42.1294712,-80.0852695,Erie 
Greenville North Carolina United States of America,43,2019-08-26,35.612661,-77.3663538,Greenville 
Greenville South Carolina United States of America,15,2019-08-26,34.851354,-82.3984882,Greenville 
New York New York United States of America,1,2019-08-26,36.1021436,-115.17449463280128,New York 
Pittsburgh Pennsylvania United States of America,11,2019-08-26,40.4416941,-79.9900861,Pittsburgh 
Chicago Illinois United States of America,8,2019-09-02,41.8755616,-87.6244212,Chicago 
Cleveland Ohio United States of America,21,2019-09-02,41.5051613,-81.6934446,Cleveland 
Columbus Ohio United States of America,37,2019-09-02,39.9622601,-83.0007065,Columbus 
Detroit Michigan United States of America,19,2019-09-02,42.3315509,-83.0466403,Detroit 
Nashville Tennessee United States of America,29,2019-09-02,36.1622296,-86.7743531,Nashville 
New York New York United States of America,3,2019-09-02,36.1021436,-115.17449463280128,New York 
Syracuse New York United States of America,100,2019-09-02,43.0481221,-76.1474244,Syracuse 
Albany New York United States of America,6,2019-09-09,42.6511674,-73.754968,Albany 
Boston Massachusetts United States of America,1,2019-09-09,42.3602534,-71.0582912,Boston 
Columbus Ohio United States of America,3,2019-09-09,39.9622601,-83.0007065,Columbus 
Detroit Michigan United States of America,2,2019-09-09,42.3315509,-83.0466403,Detroit 
Duluth Minnesota United States of America,25,2019-09-09,46.7729322,-92.1251218,Duluth 
Ft. Smith Arkansas United States of America,11,2019-09-09,35.3872218,-94.4248983,Ft. Smith 
Lexington Kentucky United States of America,8,2019-09-09,38.0464066,-84.4970393,Lexington 
Milwaukee Wisconsin United States of America,3,2019-09-09,43.0349931,-87.922497,Milwaukee 
Monterey California United States of America,13,2019-09-09,36.2231079,-121.3877428,Monterey 
Orlando Florida United States of America,2,2019-09-09,28.5421109,-81.3790304,Orlando 
Rochester New York United States of America,8,2019-09-09,43.157285,-77.615214,Rochester 
Sacramento California United States of America,2,2019-09-09,38.5815719,-121.4943996,Sacramento 
San Diego California United States of America,2,2019-09-09,32.7174209,-117.1627714,San Diego 
Seattle Washington United States of America,1,2019-09-09,47.6038321,-122.3300624,Seattle 
St. Joseph Missouri United States of America,100,2019-09-09,39.7686055,-94.8466322,St. Joseph 
Washington District of Columbia United States of America,1,2019-09-09,38.8948932,-77.0365529,Washington 
Wilkes Barre Pennsylvania United States of America,7,2019-09-09,41.2464824,-75.8817316,Wilkes Barre 
Dallas Texas United States of America,1,2019-09-16,32.7762719,-96.7968559,Dallas 
Greenwood Mississippi United States of America,100,2019-09-16,33.5162315,-90.1795281,Greenwood 
Minot North Dakota United States of America,26,2019-09-16,48.23251,-101.296273,Minot 
Phoenix Arizona United States of America,2,2019-09-16,33.4484367,-112.0741417,Phoenix 
Sacramento California United States of America,2,2019-09-16,38.5815719,-121.4943996,Sacramento 
San Antonio Texas United States of America,3,2019-09-16,29.4246002,-98.4951405,San Antonio 
San Diego California United States of America,2,2019-09-16,32.7174209,-117.1627714,San Diego 
San Francisco California United States of America,1,2019-09-16,37.7790262,-122.4199061,San Francisco 
Terre Haute Indiana United States of America,36,2019-09-16,39.4667025,-87.4139119,Terre Haute 
Washington District of Columbia United States of America,1,2019-09-16,38.8948932,-77.0365529,Washington 
Atlanta Georgia United States of America,11,2019-09-23,33.7490987,-84.3901849,Atlanta 
Chicago Illinois United States of America,7,2019-09-23,41.8755616,-87.6244212,Chicago 
El Paso Texas United States of America,100,2019-09-23,31.7754152,-106.4646348,El Paso 
New York New York United States of America,3,2019-09-23,36.1021436,-115.17449463280128,New York 
Oklahoma City Oklahoma United States of America,56,2019-09-23,35.4729886,-97.5170536,Oklahoma City 
Philadelphia Pennsylvania United States of America,10,2019-09-23,39.9527237,-75.1635262,Philadelphia 
Phoenix Arizona United States of America,17,2019-09-23,33.4484367,-112.0741417,Phoenix 
Pittsburgh Pennsylvania United States of America,34,2019-09-23,40.4416941,-79.9900861,Pittsburgh 
Providence Rhode Island United States of America,56,2019-09-23,41.8239891,-71.4128343,Providence 
San Diego California United States of America,24,2019-09-23,32.7174209,-117.1627714,San Diego 
San Francisco California United States of America,9,2019-09-23,37.7790262,-122.4199061,San Francisco 
Seattle Washington United States of America,15,2019-09-23,47.6038321,-122.3300624,Seattle 
Dallas Texas United States of America,5,2019-09-30,32.7762719,-96.7968559,Dallas 
Detroit Michigan United States of America,11,2019-09-30,42.3315509,-83.0466403,Detroit 
Evansville Indiana United States of America,100,2019-09-30,37.9747645,-87.5558483,Evansville 
Los Angeles California United States of America,4,2019-09-30,34.0536909,-118.2427666,Los Angeles 
Milwaukee Wisconsin United States of America,31,2019-09-30,43.0349931,-87.922497,Milwaukee 
Nashville Tennessee United States of America,17,2019-09-30,36.1622296,-86.7743531,Nashville 
New York New York United States of America,3,2019-09-30,36.1021436,-115.17449463280128,New York 
Orlando Florida United States of America,10,2019-09-30,28.5421109,-81.3790304,Orlando 
Philadelphia Pennsylvania United States of America,6,2019-09-30,39.9527237,-75.1635262,Philadelphia 
Raleigh North Carolina United States of America,13,2019-09-30,35.7803977,-78.6390989,Raleigh 
