geoName,interest,date,lat,long,city
Tri Virginia United States of America,100,2019-01-21,38.5467876,-77.3366491,Tri 
Harrisburg Pennsylvania United States of America,100,2019-03-18,40.2663107,-76.8861122,Harrisburg 
Tampa Florida United States of America,100,2019-05-06,27.9477595,-82.458444,Tampa 
Phoenix Arizona United States of America,100,2019-06-17,33.4484367,-112.0741417,Phoenix 
Charlotte North Carolina United States of America,13,2019-07-01,35.2270869,-80.8431268,Charlotte 
Chicago Illinois United States of America,4,2019-07-01,41.8755616,-87.6244212,Chicago 
Colorado Springs Colorado United States of America,55,2019-07-01,38.8339578,-104.8253485,Colorado Springs 
Harrisburg Pennsylvania United States of America,30,2019-07-01,40.2663107,-76.8861122,Harrisburg 
Los Angeles California United States of America,2,2019-07-01,34.0536909,-118.2427666,Los Angeles 
New Orleans Louisiana United States of America,30,2019-07-01,29.9499323,-90.0701156,New Orleans 
Omaha Nebraska United States of America,39,2019-07-01,41.2587459,-95.9383758,Omaha 
San Antonio Texas United States of America,19,2019-07-01,29.4246002,-98.4951405,San Antonio 
Tyler Texas United States of America,100,2019-07-01,32.3512601,-95.3010624,Tyler 
Abilene Texas United States of America,34,2019-07-08,32.44645,-99.7475905,Abilene 
Albany Georgia United States of America,20,2019-07-08,31.5782062,-84.1556809,Albany 
Albany New York United States of America,17,2019-07-08,42.6511674,-73.754968,Albany 
Albuquerque New Mexico United States of America,26,2019-07-08,35.0841034,-106.6509851,Albuquerque 
Alexandria Louisiana United States of America,15,2019-07-08,31.311248,-92.4449087,Alexandria 
Alpena Michigan United States of America,82,2019-07-08,45.0176181,-83.6670019,Alpena 
Amarillo Texas United States of America,25,2019-07-08,35.2072185,-101.8338246,Amarillo 
Anchorage Alaska United States of America,13,2019-07-08,61.2163129,-149.8948523,Anchorage 
Atlanta Georgia United States of America,20,2019-07-08,33.7490987,-84.3901849,Atlanta 
Augusta Georgia United States of America,18,2019-07-08,33.4709714,-81.9748429,Augusta 
Austin Texas United States of America,20,2019-07-08,30.2711286,-97.7436995,Austin 
Bakersfield California United States of America,22,2019-07-08,35.3738712,-119.0194639,Bakersfield 
Baltimore Maryland United States of America,17,2019-07-08,39.2908816,-76.610759,Baltimore 
Bangor Maine United States of America,18,2019-07-08,44.8011821,-68.7778138,Bangor 
Baton Rouge Louisiana United States of America,12,2019-07-08,30.4459596,-91.18738,Baton Rouge 
Beaumont Texas United States of America,17,2019-07-08,30.0860459,-94.1018461,Beaumont 
Bend Oregon United States of America,20,2019-07-08,44.0581728,-121.3153096,Bend 
"Billings, Montana United States of America",17,2019-07-08,45.7874957,-108.49607,"Billings, "
Biloxi Mississippi United States of America,22,2019-07-08,30.374673,-88.84594333482862,Biloxi 
Binghamton New York United States of America,20,2019-07-08,42.096968,-75.914341,Binghamton 
Birmingham Alabama United States of America,21,2019-07-08,33.5206824,-86.8024326,Birmingham 
Bluefield West Virginia United States of America,21,2019-07-08,37.2698395,-81.2223195,Bluefield 
Boise Idaho United States of America,20,2019-07-08,43.6166163,-116.200886,Boise 
Boston Massachusetts United States of America,15,2019-07-08,42.3602534,-71.0582912,Boston 
Bowling Green Kentucky United States of America,20,2019-07-08,36.9903199,-86.4436018,Bowling Green 
Buffalo New York United States of America,12,2019-07-08,42.8867166,-78.8783922,Buffalo 
Burlington Vermont United States of America,18,2019-07-08,44.4762975,-73.2135472,Burlington 
Butte Montana United States of America,12,2019-07-08,46.0131505,-112.5365089,Butte 
Casper Wyoming United States of America,17,2019-07-08,42.866632,-106.313081,Casper 
Cedar Rapids Iowa United States of America,19,2019-07-08,41.9758872,-91.6704053,Cedar Rapids 
Champaign Illinois United States of America,17,2019-07-08,40.1164205,-88.2433829,Champaign 
Charleston South Carolina United States of America,19,2019-07-08,32.7876012,-79.9402728,Charleston 
Charleston West Virginia United States of America,21,2019-07-08,38.3505995,-81.6332812,Charleston 
Charlotte North Carolina United States of America,19,2019-07-08,35.2270869,-80.8431268,Charlotte 
Charlottesville Virginia United States of America,22,2019-07-08,38.029306,-78.4766781,Charlottesville 
Chattanooga Tennessee United States of America,20,2019-07-08,35.0457219,-85.3094883,Chattanooga 
Cheyenne Wyoming United States of America,19,2019-07-08,41.14,-104.8202,Cheyenne 
Chicago Illinois United States of America,17,2019-07-08,41.8755616,-87.6244212,Chicago 
Chico California United States of America,22,2019-07-08,39.7284945,-121.8374777,Chico 
Cincinnati Ohio United States of America,20,2019-07-08,39.1014537,-84.5124602,Cincinnati 
Clarksburg West Virginia United States of America,21,2019-07-08,39.2806451,-80.3445341,Clarksburg 
Cleveland Ohio United States of America,20,2019-07-08,41.5051613,-81.6934446,Cleveland 
Colorado Springs Colorado United States of America,24,2019-07-08,38.8339578,-104.8253485,Colorado Springs 
Columbia South Carolina United States of America,17,2019-07-08,34.0007493,-81.0343313,Columbia 
Columbia Missouri United States of America,29,2019-07-08,38.951883,-92.3337366,Columbia 
Columbus Georgia United States of America,20,2019-07-08,32.4609764,-84.9877094,Columbus 
Columbus Ohio United States of America,20,2019-07-08,39.9622601,-83.0007065,Columbus 
Columbus Mississippi United States of America,18,2019-07-08,33.4956744,-88.4272627,Columbus 
Corpus Christi Texas United States of America,25,2019-07-08,27.7477253,-97.4014129,Corpus Christi 
Dallas Texas United States of America,21,2019-07-08,32.7762719,-96.7968559,Dallas 
Davenport Iowa United States of America,13,2019-07-08,41.5236436,-90.5776368,Davenport 
Dayton Ohio United States of America,21,2019-07-08,39.7589478,-84.1916069,Dayton 
Denver Colorado United States of America,18,2019-07-08,39.7392364,-104.9848623,Denver 
Des Moines Iowa United States of America,16,2019-07-08,41.5910641,-93.6037149,Des Moines 
Detroit Michigan United States of America,19,2019-07-08,42.3315509,-83.0466403,Detroit 
Dothan Alabama United States of America,28,2019-07-08,31.2237434,-85.3933906,Dothan 
Duluth Minnesota United States of America,15,2019-07-08,46.7729322,-92.1251218,Duluth 
El Paso Texas United States of America,28,2019-07-08,31.7754152,-106.4646348,El Paso 
Elmira New York United States of America,15,2019-07-08,42.0897965,-76.8077338,Elmira 
Erie Pennsylvania United States of America,17,2019-07-08,42.1294712,-80.0852695,Erie 
Eugene Oregon United States of America,17,2019-07-08,44.0505054,-123.0950506,Eugene 
Eureka California United States of America,20,2019-07-08,40.8020712,-124.1636729,Eureka 
Evansville Indiana United States of America,16,2019-07-08,37.9747645,-87.5558483,Evansville 
Fairbanks Alaska United States of America,35,2019-07-08,64.837845,-147.716675,Fairbanks 
Fargo North Dakota United States of America,20,2019-07-08,46.877229,-96.789821,Fargo 
Flint Michigan United States of America,20,2019-07-08,43.0161693,-83.6900211,Flint 
Florence South Carolina United States of America,18,2019-07-08,34.1984435,-79.7671658,Florence 
Fresno California United States of America,26,2019-07-08,36.7295295,-119.70886126075588,Fresno 
Ft. Myers Florida United States of America,16,2019-07-08,26.640628,-81.8723084,Ft. Myers 
Ft. Smith Arkansas United States of America,27,2019-07-08,35.3872218,-94.4248983,Ft. Smith 
Ft. Wayne Indiana United States of America,20,2019-07-08,41.0799898,-85.1386015,Ft. Wayne 
Gainesville Florida United States of America,14,2019-07-08,29.6519684,-82.3249846,Gainesville 
Grand Junction Colorado United States of America,31,2019-07-08,39.063956,-108.5507317,Grand Junction 
Grand Rapids Michigan United States of America,21,2019-07-08,42.9632405,-85.6678639,Grand Rapids 
Great Falls Montana United States of America,28,2019-07-08,47.5048851,-111.2918908,Great Falls 
Green Bay Wisconsin United States of America,21,2019-07-08,44.5126379,-88.0125794,Green Bay 
Greensboro North Carolina United States of America,18,2019-07-08,36.0726355,-79.7919754,Greensboro 
Greenville North Carolina United States of America,22,2019-07-08,35.612661,-77.3663538,Greenville 
Greenville South Carolina United States of America,18,2019-07-08,34.851354,-82.3984882,Greenville 
Greenwood Mississippi United States of America,35,2019-07-08,33.5162315,-90.1795281,Greenwood 
Harlingen Texas United States of America,25,2019-07-08,26.1908241,-97.6959794,Harlingen 
Harrisburg Pennsylvania United States of America,16,2019-07-08,40.2663107,-76.8861122,Harrisburg 
Harrisonburg Virginia United States of America,16,2019-07-08,38.4493315,-78.8688833,Harrisonburg 
Hartford Connecticut United States of America,16,2019-07-08,41.764582,-72.6908547,Hartford 
Hattiesburg Mississippi United States of America,23,2019-07-08,31.3271189,-89.2903392,Hattiesburg 
Helena Montana United States of America,25,2019-07-08,46.5927425,-112.0362771,Helena 
Honolulu Hawaii United States of America,15,2019-07-08,21.304547,-157.8556764,Honolulu 
Houston Texas United States of America,23,2019-07-08,29.7589382,-95.3676974,Houston 
Huntsville Alabama United States of America,16,2019-07-08,34.729847,-86.5859011,Huntsville 
Idaho Falls Idaho United States of America,19,2019-07-08,43.4935245,-112.0400919,Idaho Falls 
Indianapolis Indiana United States of America,17,2019-07-08,39.7683331,-86.1583502,Indianapolis 
