geoName,interest,date,lat,long
Albuquerque NM USA,100,2019-01-01,35.0841034,-106.6509851
Boston MA USA,11,2019-01-07,42.3602534,-71.0582912
Denver CO USA,17,2019-01-07,39.7348381,-104.9653271
Detroit MI USA,17,2019-01-07,42.3315509,-83.0466403
Kansas City MO USA,33,2019-01-07,39.100105,-94.5781416
Las Vegas NV USA,37,2019-01-07,36.1672559,-115.1485163
Los Angeles CA USA,4,2019-01-07,34.0536909,-118.2427666
New York NY USA,6,2019-01-07,40.7127281,-74.0060152
Omaha NE USA,68,2019-01-07,41.2587459,-95.9383758
San Francisco CA USA,8,2019-01-07,37.7790262,-122.4199061
Toledo OH USA,100,2019-01-07,41.6786754,-83.5127283
Albany NY USA,26,2019-01-14,42.6511674,-73.754968
Albuquerque NM USA,23,2019-01-14,35.0841034,-106.6509851
Atlanta GA USA,4,2019-01-14,33.7490987,-84.3901849
Chicago IL USA,3,2019-01-14,41.8755616,-87.6244212
Dayton OH USA,38,2019-01-14,39.7589478,-84.1916069
El Paso TX USA,44,2019-01-14,31.7754152,-106.4646348
Gainesville FL USA,100,2019-01-14,29.67357765,-82.32337460192167
Grand Rapids MI USA,20,2019-01-14,42.9142413,-85.533004
Greenville SC USA,19,2019-01-14,34.851354,-82.3984882
Houston TX USA,5,2019-01-14,29.7589382,-95.3676974
Jackson MS USA,52,2019-01-14,28.530801699999998,-81.30324431076107
Las Vegas NV USA,16,2019-01-14,36.1672559,-115.1485163
Milwaukee WI USA,15,2019-01-14,43.0349931,-87.922497
Mobile AL USA,31,2019-01-14,39.092585,-84.853229
New York NY USA,1,2019-01-14,40.7127281,-74.0060152
Portland OR USA,11,2019-01-14,45.5202471,-122.6741949
Reno NV USA,55,2019-01-14,39.5261206,-119.8126581
Sacramento CA USA,9,2019-01-14,38.5815719,-121.4943996
San Francisco CA USA,4,2019-01-14,37.7790262,-122.4199061
Spokane WA USA,39,2019-01-14,47.6579425,-117.4212265
Tampa FL USA,8,2019-01-14,27.9518491,-82.4563972
Cedar Rapids IA USA,94,2019-01-21,41.9758872,-91.6704053
Chicago IL USA,6,2019-01-21,41.8755616,-87.6244212
Ft. Smith AR USA,100,2019-01-21,35.3872218,-94.4248983
Greenville SC USA,37,2019-01-21,34.851354,-82.3984882
Harrisburg PA USA,44,2019-01-21,40.2663107,-76.8861122
New York NY USA,3,2019-01-21,40.7127281,-74.0060152
Phoenix AZ USA,13,2019-01-21,33.4484367,-112.0741417
Raleigh NC USA,18,2019-01-21,35.7803977,-78.6390989
Seattle WA USA,12,2019-01-21,47.6038321,-122.3300624
Chicago IL USA,6,2019-01-28,41.8755616,-87.6244212
Houston TX USA,8,2019-01-28,29.7589382,-95.3676974
New York NY USA,2,2019-01-28,40.7127281,-74.0060152
Reno NV USA,100,2019-01-28,39.5261206,-119.8126581
Dallas TX USA,95,2019-02-04,32.7762719,-96.7968559
