geoName,interest,date,lat,long
Cincinnati OH USA,38,2019-01-01,39.1014537,-84.5124602
Dayton OH USA,100,2019-01-01,39.7589478,-84.1916069
Columbus OH USA,15,2019-01-07,39.9622601,-83.0007065
Dayton OH USA,100,2019-01-07,39.7589478,-84.1916069
Mobile AL USA,34,2019-01-07,39.092585,-84.853229
Portland OR USA,12,2019-01-07,45.5202471,-122.6741949
Chicago IL USA,8,2019-01-14,41.8755616,-87.6244212
Cleveland OH USA,25,2019-01-14,41.5051613,-81.6934446
Dayton OH USA,100,2019-01-14,39.7589478,-84.1916069
Ft. Myers FL USA,76,2019-01-14,26.640628,-81.8723084
Chattanooga TN USA,100,2019-01-21,35.0457219,-85.3094883
Cincinnati OH USA,32,2019-01-21,39.1014537,-84.5124602
Dayton OH USA,82,2019-01-21,39.7589478,-84.1916069
Chattanooga TN USA,61,2019-01-28,35.0457219,-85.3094883
Cincinnati OH USA,19,2019-01-28,39.1014537,-84.5124602
Dayton OH USA,100,2019-01-28,39.7589478,-84.1916069
Eugene OR USA,85,2019-01-28,44.0505054,-123.0950506
Knoxville TN USA,43,2019-01-28,35.9603948,-83.9210261
New York NY USA,2,2019-01-28,40.7127281,-74.0060152
Cincinnati OH USA,23,2019-02-04,39.1014537,-84.5124602
Dayton OH USA,100,2019-02-04,39.7589478,-84.1916069
Hartford CT USA,20,2019-02-04,43.648048,-70.241416
Orlando FL USA,12,2019-02-04,28.5479786,-81.41278418563017
Seattle WA USA,9,2019-02-04,47.6038321,-122.3300624
Cincinnati OH USA,26,2019-02-11,39.1014537,-84.5124602
Cleveland OH USA,17,2019-02-11,41.5051613,-81.6934446
Dayton OH USA,100,2019-02-11,39.7589478,-84.1916069
Houston TX USA,8,2019-02-11,29.7589382,-95.3676974
Toledo OH USA,74,2019-02-11,41.6786754,-83.5127283
Chattanooga TN USA,81,2019-02-18,35.0457219,-85.3094883
Cincinnati OH USA,26,2019-02-18,39.1014537,-84.5124602
Dayton OH USA,100,2019-02-18,39.7589478,-84.1916069
Indianapolis IN USA,22,2019-02-18,39.7683331,-86.1583502
Dayton OH USA,100,2019-02-25,39.7589478,-84.1916069
Houston TX USA,12,2019-02-25,29.7589382,-95.3676974
Indianapolis IN USA,33,2019-02-25,39.7683331,-86.1583502
Nashville TN USA,30,2019-02-25,36.1622296,-86.7743531
Dayton OH USA,100,2019-03-04,39.7589478,-84.1916069
Cincinnati OH USA,23,2019-03-11,39.1014537,-84.5124602
Dayton OH USA,100,2019-03-11,39.7589478,-84.1916069
Houston TX USA,7,2019-03-11,29.7589382,-95.3676974
Philadelphia PA USA,6,2019-03-11,39.9527237,-75.1635262
Cincinnati OH USA,14,2019-03-18,39.1014537,-84.5124602
Dallas TX USA,4,2019-03-18,32.7762719,-96.7968559
Dayton OH USA,36,2019-03-18,39.7589478,-84.1916069
Houston TX USA,4,2019-03-18,29.7589382,-95.3676974
Indianapolis IN USA,12,2019-03-18,39.7683331,-86.1583502
Philadelphia PA USA,4,2019-03-18,39.9527237,-75.1635262
South Bend IN USA,100,2019-03-18,41.6833813,-86.2500066
Dayton OH USA,100,2019-03-25,39.7589478,-84.1916069
Chicago IL USA,4,2019-04-01,41.8755616,-87.6244212
Cincinnati OH USA,29,2019-04-01,39.1014537,-84.5124602
Dayton OH USA,100,2019-04-01,39.7589478,-84.1916069
Denver CO USA,9,2019-04-01,39.7348381,-104.9653271
Fargo ND USA,93,2019-04-01,46.877229,-96.789821
Lexington KY USA,52,2019-04-01,38.0464066,-84.4970393
Reno NV USA,75,2019-04-01,39.5261206,-119.8126581
Atlanta GA USA,12,2019-04-08,33.7490987,-84.3901849
Dayton OH USA,100,2019-04-08,39.7589478,-84.1916069
Charleston WV USA,70,2019-04-15,38.3505995,-81.6332812
Cincinnati OH USA,19,2019-04-15,39.1014537,-84.5124602
Cleveland OH USA,12,2019-04-15,41.5051613,-81.6934446
Columbus OH USA,17,2019-04-15,39.9622601,-83.0007065
Dayton OH USA,100,2019-04-15,39.7589478,-84.1916069
Columbus OH USA,23,2019-04-22,39.9622601,-83.0007065
Dayton OH USA,66,2019-04-22,39.7589478,-84.1916069
New Orleans LA USA,40,2019-04-22,29.9499323,-90.0701156
Reno NV USA,100,2019-04-22,39.5261206,-119.8126581
Spokane WA USA,68,2019-04-22,47.6579425,-117.4212265
Cincinnati OH USA,39,2019-04-29,39.1014537,-84.5124602
Cleveland OH USA,24,2019-04-29,41.5051613,-81.6934446
Dayton OH USA,100,2019-04-29,39.7589478,-84.1916069
Los Angeles CA USA,5,2019-04-29,34.0536909,-118.2427666
Tampa FL USA,20,2019-04-29,27.9518491,-82.4563972
Charleston WV USA,94,2019-05-06,38.3505995,-81.6332812
Dayton OH USA,100,2019-05-06,39.7589478,-84.1916069
Philadelphia PA USA,7,2019-05-06,39.9527237,-75.1635262
Atlanta GA USA,2,2019-05-13,33.7490987,-84.3901849
Chattanooga TN USA,25,2019-05-13,35.0457219,-85.3094883
Cincinnati OH USA,23,2019-05-13,39.1014537,-84.5124602
Columbus OH USA,10,2019-05-13,39.9622601,-83.0007065
Dayton OH USA,73,2019-05-13,39.7589478,-84.1916069
Houston TX USA,2,2019-05-13,29.7589382,-95.3676974
Los Angeles CA USA,1,2019-05-13,34.0536909,-118.2427666
Orlando FL USA,4,2019-05-13,28.5479786,-81.41278418563017
Rapid City SD USA,100,2019-05-13,44.081176,-103.228006
Seattle WA USA,3,2019-05-13,47.6038321,-122.3300624
Tampa FL USA,4,2019-05-13,27.9518491,-82.4563972
Cleveland OH USA,15,2019-05-20,41.5051613,-81.6934446
Columbus OH USA,24,2019-05-20,39.9622601,-83.0007065
Dayton OH USA,100,2019-05-20,39.7589478,-84.1916069
Cincinnati OH USA,17,2019-05-27,39.1014537,-84.5124602
Cleveland OH USA,10,2019-05-27,41.5051613,-81.6934446
Columbus OH USA,16,2019-05-27,39.9622601,-83.0007065
Dayton OH USA,100,2019-05-27,39.7589478,-84.1916069
Kansas City MO USA,16,2019-05-27,39.100105,-94.5781416
Washington DC USA,4,2019-05-27,38.8948932,-77.0365529
Charlotte NC USA,6,2019-06-03,35.2270869,-80.8431268
Cincinnati OH USA,11,2019-06-03,39.1014537,-84.5124602
Cleveland OH USA,5,2019-06-03,41.5051613,-81.6934446
Columbus OH USA,11,2019-06-03,39.9622601,-83.0007065
Dayton OH USA,100,2019-06-03,39.7589478,-84.1916069
Greenville SC USA,10,2019-06-03,34.851354,-82.3984882
Cleveland OH USA,6,2019-06-10,41.5051613,-81.6934446
Columbus OH USA,21,2019-06-10,39.9622601,-83.0007065
Dayton OH USA,100,2019-06-10,39.7589478,-84.1916069
Harrisburg PA USA,16,2019-06-10,40.2663107,-76.8861122
Philadelphia PA USA,3,2019-06-10,39.9527237,-75.1635262
Tampa FL USA,5,2019-06-10,27.9518491,-82.4563972
Chicago IL USA,6,2019-06-17,41.8755616,-87.6244212
Cincinnati OH USA,29,2019-06-17,39.1014537,-84.5124602
Dayton OH USA,100,2019-06-17,39.7589478,-84.1916069
Toledo OH USA,84,2019-06-17,41.6786754,-83.5127283
Cincinnati OH USA,13,2019-06-24,39.1014537,-84.5124602
Dayton OH USA,100,2019-06-24,39.7589478,-84.1916069
Houston TX USA,4,2019-06-24,29.7589382,-95.3676974
Cincinnati OH USA,17,2019-07-01,39.1014537,-84.5124602
