geoName,interest,date,lat,long,city
Anchorage Alaska United States of America,21,1/1/19,61.2163129,-149.8948523,Anchorage 
Atlanta Georgia United States of America,1,1/1/19,33.7490987,-84.3901849,Atlanta 
Bakersfield California United States of America,15,1/1/19,35.3738712,-119.0194639,Bakersfield 
Boston Massachusetts United States of America,1,1/1/19,42.3602534,-71.0582912,Boston 
Chico California United States of America,22,1/1/19,39.7284945,-121.8374777,Chico 
Denver Colorado United States of America,2,1/1/19,39.7392364,-104.9848623,Denver 
Detroit Michigan United States of America,3,1/1/19,42.3315509,-83.0466403,Detroit 
Eugene Oregon United States of America,15,1/1/19,44.0505054,-123.0950506,Eugene 
Eureka California United States of America,64,1/1/19,40.8020712,-124.1636729,Eureka 
Fresno California United States of America,30,1/1/19,36.7295295,-119.7088613,Fresno 
Hartford Connecticut United States of America,3,1/1/19,41.764582,-72.6908547,Hartford 
Kansas City Missouri United States of America,5,1/1/19,39.100105,-94.5781416,Kansas City 
Knoxville Tennessee United States of America,7,1/1/19,35.9603948,-83.9210261,Knoxville 
Little Rock Arkansas United States of America,7,1/1/19,34.7464809,-92.2895948,Little Rock 
Los Angeles California United States of America,12,1/1/19,34.0536909,-118.2427666,Los Angeles 
Madison Wisconsin United States of America,8,1/1/19,43.074761,-89.3837613,Madison 
Meridian Mississippi United States of America,100,1/1/19,32.3643098,-88.703656,Meridian 
Miami Florida United States of America,2,1/1/19,25.7742658,-80.1936589,Miami 
Mobile Alabama United States of America,7,1/1/19,30.6943566,-88.0430541,Mobile 
Monterey California United States of America,21,1/1/19,36.2231079,-121.3877428,Monterey 
Montgomery Alabama United States of America,20,1/1/19,32.3669656,-86.3006485,Montgomery 
New York New York United States of America,1,1/1/19,36.1021436,-115.1744946,New York 
Omaha Nebraska United States of America,7,1/1/19,41.2587459,-95.9383758,Omaha 
Philadelphia Pennsylvania United States of America,1,1/1/19,39.9527237,-75.1635262,Philadelphia 
Phoenix Arizona United States of America,2,1/1/19,33.4484367,-112.0741417,Phoenix 
Portland Oregon United States of America,2,1/1/19,45.5202471,-122.6741949,Portland 
Roanoke Virginia United States of America,9,1/1/19,37.270973,-79.9414313,Roanoke 
Sacramento California United States of America,4,1/1/19,38.5815719,-121.4943996,Sacramento 
San Diego California United States of America,3,1/1/19,32.7174209,-117.1627714,San Diego 
San Francisco California United States of America,5,1/1/19,37.7790262,-122.4199061,San Francisco 
Spokane Washington United States of America,18,1/1/19,47.6579425,-117.4212265,Spokane 
Tri Virginia United States of America,15,1/1/19,38.5467876,-77.3366491,Tri 
Wilkes Barre Pennsylvania United States of America,7,1/1/19,41.2464824,-75.8817316,Wilkes Barre 
Anchorage Alaska United States of America,68,1/7/19,61.2163129,-149.8948523,Anchorage 
Atlanta Georgia United States of America,3,1/7/19,33.7490987,-84.3901849,Atlanta 
Austin Texas United States of America,9,1/7/19,30.2711286,-97.7436995,Austin 
Bakersfield California United States of America,47,1/7/19,35.3738712,-119.0194639,Bakersfield 
Baltimore Maryland United States of America,18,1/7/19,39.2908816,-76.610759,Baltimore 
Biloxi Mississippi United States of America,97,1/7/19,30.374673,-88.84594333,Biloxi 
Boston Massachusetts United States of America,3,1/7/19,42.3602534,-71.0582912,Boston 
Burlington Vermont United States of America,35,1/7/19,44.4762975,-73.2135472,Burlington 
Chicago Illinois United States of America,3,1/7/19,41.8755616,-87.6244212,Chicago 
Columbus Ohio United States of America,10,1/7/19,39.9622601,-83.0007065,Columbus 
Dallas Texas United States of America,4,1/7/19,32.7762719,-96.7968559,Dallas 
Denver Colorado United States of America,5,1/7/19,39.7392364,-104.9848623,Denver 
Detroit Michigan United States of America,5,1/7/19,42.3315509,-83.0466403,Detroit 
El Paso Texas United States of America,32,1/7/19,31.7754152,-106.4646348,El Paso 
Flint Michigan United States of America,30,1/7/19,43.0161693,-83.6900211,Flint 
Fresno California United States of America,54,1/7/19,36.7295295,-119.7088613,Fresno 
Ft. Myers Florida United States of America,21,1/7/19,26.640628,-81.8723084,Ft. Myers 
Grand Rapids Michigan United States of America,14,1/7/19,42.9632405,-85.6678639,Grand Rapids 
Greensboro North Carolina United States of America,17,1/7/19,36.0726355,-79.7919754,Greensboro 
Greenville South Carolina United States of America,13,1/7/19,34.851354,-82.3984882,Greenville 
Harrisburg Pennsylvania United States of America,15,1/7/19,40.2663107,-76.8861122,Harrisburg 
Houston Texas United States of America,3,1/7/19,29.7589382,-95.3676974,Houston 
Indianapolis Indiana United States of America,9,1/7/19,39.7683331,-86.1583502,Indianapolis 
Kansas City Missouri United States of America,10,1/7/19,39.100105,-94.5781416,Kansas City 
La Crosse Wisconsin United States of America,60,1/7/19,43.8014053,-91.2395429,La Crosse 
Las Vegas Nevada United States of America,11,1/7/19,36.1672559,-115.1485163,Las Vegas 
