geoName,interest,date,lat,long
Kansas City MO USA,21,2019-01-01,39.100105,-94.5781416
Los Angeles CA USA,3,2019-01-01,34.0536909,-118.2427666
Sacramento CA USA,13,2019-01-01,38.5815719,-121.4943996
Yakima WA USA,100,2019-01-01,46.601557,-120.5108421
Colorado Springs CO USA,20,2019-01-07,38.8339578,-104.8253485
Detroit MI USA,4,2019-01-07,42.3315509,-83.0466403
Ft. Wayne IN USA,33,2019-01-07,41.0799898,-85.1386015
Houston TX USA,2,2019-01-07,29.7589382,-95.3676974
Los Angeles CA USA,2,2019-01-07,34.0536909,-118.2427666
Rapid City SD USA,100,2019-01-07,44.081176,-103.228006
Salt Lake City UT USA,6,2019-01-07,40.7596198,-111.8867975
Wilmington NC USA,41,2019-01-07,34.2257282,-77.9447107
Cleveland OH USA,100,2019-01-14,41.5051613,-81.6934446
Austin TX USA,34,2019-01-21,30.2711286,-97.7436995
Dallas TX USA,10,2019-01-21,32.7762719,-96.7968559
Dayton OH USA,100,2019-01-21,39.7589478,-84.1916069
Minneapolis MN USA,57,2019-01-28,44.9772995,-93.2654692
New York NY USA,10,2019-01-28,40.7127281,-74.0060152
Pittsburgh PA USA,100,2019-01-28,40.4416941,-79.9900861
Hartford CT USA,24,2019-02-04,43.648048,-70.241416
New York NY USA,2,2019-02-04,40.7127281,-74.0060152
Santa Barbara CA USA,100,2019-02-04,34.4221319,-119.7026673
Boise ID USA,100,2019-02-11,43.6166163,-116.200886
Cincinnati OH USA,29,2019-02-11,39.1014537,-84.5124602
Los Angeles CA USA,4,2019-02-11,34.0536909,-118.2427666
Milwaukee WI USA,29,2019-02-11,43.0349931,-87.922497
New York NY USA,3,2019-02-11,40.7127281,-74.0060152
Portland OR USA,20,2019-02-11,45.5202471,-122.6741949
Salt Lake City UT USA,23,2019-02-11,40.7596198,-111.8867975
New York NY USA,1,2019-02-18,40.7127281,-74.0060152
Rochester MN USA,100,2019-02-18,44.0234387,-92.4630182
Atlanta GA USA,49,2019-02-25,33.7490987,-84.3901849
Cleveland OH USA,100,2019-02-25,41.5051613,-81.6934446
Los Angeles CA USA,38,2019-02-25,34.0536909,-118.2427666
San Diego CA USA,98,2019-02-25,32.7174209,-117.1627714
Los Angeles CA USA,13,2019-03-04,34.0536909,-118.2427666
Milwaukee WI USA,100,2019-03-04,43.0349931,-87.922497
Atlanta GA USA,12,2019-03-11,33.7490987,-84.3901849
Chicago IL USA,8,2019-03-11,41.8755616,-87.6244212
Columbus OH USA,39,2019-03-11,39.9622601,-83.0007065
Detroit MI USA,19,2019-03-11,42.3315509,-83.0466403
Minneapolis MN USA,20,2019-03-11,44.9772995,-93.2654692
Portland OR USA,28,2019-03-11,45.5202471,-122.6741949
Rochester NY USA,100,2019-03-11,43.157285,-77.615214
Albuquerque NM USA,100,2019-03-18,35.0841034,-106.6509851
Birmingham AL USA,90,2019-03-18,33.570499,-86.765783
Chicago IL USA,13,2019-03-18,41.8755616,-87.6244212
Columbus OH USA,63,2019-03-18,39.9622601,-83.0007065
Indianapolis IN USA,55,2019-03-18,39.7683331,-86.1583502
Los Angeles CA USA,8,2019-03-18,34.0536909,-118.2427666
Boise ID USA,100,2019-03-25,43.6166163,-116.200886
Indianapolis IN USA,13,2019-03-25,39.7683331,-86.1583502
St. Louis MO USA,11,2019-03-25,38.6268039,-90.1994097
Dallas TX USA,34,2019-04-01,32.7762719,-96.7968559
San Diego CA USA,100,2019-04-01,32.7174209,-117.1627714
Boston MA USA,100,2019-04-08,42.3602534,-71.0582912
Denver CO USA,13,2019-04-15,39.7348381,-104.9653271
Detroit MI USA,14,2019-04-15,42.3315509,-83.0466403
Ft. Smith AR USA,100,2019-04-15,35.3872218,-94.4248983
Syracuse NY USA,81,2019-04-15,43.0481221,-76.1474244
Charlotte NC USA,11,2019-04-22,35.2270869,-80.8431268
Chicago IL USA,3,2019-04-22,41.8755616,-87.6244212
Honolulu HI USA,27,2019-04-22,21.304547,-157.8556764
Kansas City MO USA,14,2019-04-22,39.100105,-94.5781416
New York NY USA,1,2019-04-22,40.7127281,-74.0060152
Wausau WI USA,100,2019-04-22,44.9596017,-89.6298239
Eugene OR USA,100,2019-04-29,44.0505054,-123.0950506
Ft. Myers FL USA,49,2019-04-29,26.640628,-81.8723084
Los Angeles CA USA,3,2019-04-29,34.0536909,-118.2427666
Waco TX USA,56,2019-04-29,31.549333,-97.1466695
Cincinnati OH USA,100,2019-05-06,39.1014537,-84.5124602
Houston TX USA,12,2019-05-13,29.7589382,-95.3676974
Los Angeles CA USA,5,2019-05-13,34.0536909,-118.2427666
Philadelphia PA USA,11,2019-05-13,39.9527237,-75.1635262
Roanoke VA USA,100,2019-05-13,37.270973,-79.9414313
Charlotte NC USA,54,2019-05-20,35.2270869,-80.8431268
Grand Rapids MI USA,100,2019-05-20,42.9142413,-85.533004
San Francisco CA USA,17,2019-05-20,37.7790262,-122.4199061
St. Louis MO USA,58,2019-05-20,38.6268039,-90.1994097
Washington DC USA,19,2019-05-20,38.8948932,-77.0365529
Fresno CA USA,100,2019-05-27,36.7295295,-119.70886126075588
Philadelphia PA USA,17,2019-05-27,39.9527237,-75.1635262
Greenville SC USA,100,2019-06-03,34.851354,-82.3984882
Los Angeles CA USA,10,2019-06-03,34.0536909,-118.2427666
Orlando FL USA,39,2019-06-03,28.5479786,-81.41278418563017
Las Vegas NV USA,100,2019-06-10,36.1672559,-115.1485163
Los Angeles CA USA,12,2019-06-10,34.0536909,-118.2427666
Chico CA USA,100,2019-06-17,39.7284945,-121.8374777
Columbus OH USA,16,2019-06-17,39.9622601,-83.0007065
Detroit MI USA,8,2019-06-17,42.3315509,-83.0466403
Nashville TN USA,11,2019-06-17,36.1622296,-86.7743531
New York NY USA,1,2019-06-17,40.7127281,-74.0060152
Phoenix AZ USA,7,2019-06-17,33.4484367,-112.0741417
Salt Lake City UT USA,12,2019-06-17,40.7596198,-111.8867975
Lexington KY USA,26,2019-06-24,38.0464066,-84.4970393
Mobile AL USA,18,2019-06-24,39.092585,-84.853229
Monroe LA USA,100,2019-06-24,38.2722313,-90.1792484
Nashville TN USA,8,2019-06-24,36.1622296,-86.7743531
New York NY USA,1,2019-06-24,40.7127281,-74.0060152
San Francisco CA USA,2,2019-06-24,37.7790262,-122.4199061
Seattle WA USA,4,2019-06-24,47.6038321,-122.3300624
Spokane WA USA,26,2019-06-24,47.6579425,-117.4212265
Austin TX USA,32,2019-07-01,30.2711286,-97.7436995
New York NY USA,3,2019-07-01,40.7127281,-74.0060152
Wichita KS USA,100,2019-07-01,37.6922361,-97.3375448
Los Angeles CA USA,5,2019-07-08,34.0536909,-118.2427666
Rochester NY USA,100,2019-07-08,43.157285,-77.615214
San Francisco CA USA,9,2019-07-08,37.7790262,-122.4199061
Dallas TX USA,2,2019-07-15,32.7762719,-96.7968559
Indianapolis IN USA,7,2019-07-15,39.7683331,-86.1583502
Wheeling WV USA,100,2019-07-15,40.0639616,-80.7209149
New York NY USA,100,2019-07-22,40.7127281,-74.0060152
San Francisco CA USA,5,2019-07-29,37.7790262,-122.4199061
Tallahassee FL USA,82,2019-07-29,30.4380832,-84.2809332
Tulsa OK USA,41,2019-07-29,36.1556805,-95.9929113
Washington DC USA,5,2019-07-29,38.8948932,-77.0365529
Youngstown OH USA,100,2019-07-29,41.1035786,-80.6520161
Hartford CT USA,60,2019-08-05,43.648048,-70.241416
Louisville KY USA,100,2019-08-05,38.2542376,-85.759407
New York NY USA,6,2019-08-05,40.7127281,-74.0060152
San Francisco CA USA,16,2019-08-05,37.7790262,-122.4199061
Washington DC USA,18,2019-08-05,38.8948932,-77.0365529
Los Angeles CA USA,5,2019-08-12,34.0536909,-118.2427666
Louisville KY USA,59,2019-08-12,38.2542376,-85.759407
New York NY USA,7,2019-08-12,40.7127281,-74.0060152
Tucson AZ USA,100,2019-08-12,32.2228765,-110.9748477
Dallas TX USA,9,2019-08-19,32.7762719,-96.7968559
Los Angeles CA USA,5,2019-08-19,34.0536909,-118.2427666
Madison WI USA,100,2019-08-19,43.074761,-89.3837613
Miami FL USA,17,2019-08-19,25.7742658,-80.1936589
New York NY USA,3,2019-08-19,40.7127281,-74.0060152
Pittsburgh PA USA,36,2019-08-19,40.4416941,-79.9900861
San Francisco CA USA,9,2019-08-19,37.7790262,-122.4199061
Albuquerque NM USA,18,2019-08-26,35.0841034,-106.6509851
Austin TX USA,11,2019-08-26,30.2711286,-97.7436995
Baltimore MD USA,11,2019-08-26,39.284749399999995,-76.62047463969989
Boston MA USA,8,2019-08-26,42.3602534,-71.0582912
Charleston SC USA,34,2019-08-26,32.7876012,-79.9402728
Colorado Springs CO USA,33,2019-08-26,38.8339578,-104.8253485
Erie PA USA,100,2019-08-26,42.1294712,-80.0852695
Greenville NC USA,43,2019-08-26,35.612661,-77.3663538
Greenville SC USA,15,2019-08-26,34.851354,-82.3984882
New York NY USA,1,2019-08-26,40.7127281,-74.0060152
Pittsburgh PA USA,11,2019-08-26,40.4416941,-79.9900861
Chicago IL USA,8,2019-09-02,41.8755616,-87.6244212
Cleveland OH USA,21,2019-09-02,41.5051613,-81.6934446
Columbus OH USA,37,2019-09-02,39.9622601,-83.0007065
Detroit MI USA,19,2019-09-02,42.3315509,-83.0466403
Nashville TN USA,29,2019-09-02,36.1622296,-86.7743531
New York NY USA,3,2019-09-02,40.7127281,-74.0060152
Syracuse NY USA,100,2019-09-02,43.0481221,-76.1474244
