geoName,interest,date,lat,long,city
El Paso Texas United States of America,100,2019-01-01,31.7754152,-106.4646348,El Paso 
Austin Texas United States of America,15,2019-01-07,30.2711286,-97.7436995,Austin 
Denver Colorado United States of America,8,2019-01-07,39.7392364,-104.9848623,Denver 
El Paso Texas United States of America,100,2019-01-07,31.7754152,-106.4646348,El Paso 
Knoxville Tennessee United States of America,37,2019-01-07,35.9603948,-83.9210261,Knoxville 
Washington District of Columbia United States of America,4,2019-01-07,38.8948932,-77.0365529,Washington 
Albuquerque New Mexico United States of America,22,2019-01-14,35.0841034,-106.6509851,Albuquerque 
Austin Texas United States of America,7,2019-01-14,30.2711286,-97.7436995,Austin 
Dallas Texas United States of America,2,2019-01-14,32.7762719,-96.7968559,Dallas 
Denver Colorado United States of America,3,2019-01-14,39.7392364,-104.9848623,Denver 
Detroit Michigan United States of America,4,2019-01-14,42.3315509,-83.0466403,Detroit 
El Paso Texas United States of America,100,2019-01-14,31.7754152,-106.4646348,El Paso 
Las Vegas Nevada United States of America,13,2019-01-14,36.1672559,-115.1485163,Las Vegas 
Phoenix Arizona United States of America,3,2019-01-14,33.4484367,-112.0741417,Phoenix 
San Antonio Texas United States of America,7,2019-01-14,29.4246002,-98.4951405,San Antonio 
Abilene Texas United States of America,100,2019-01-21,32.44645,-99.7475905,Abilene 
Albuquerque New Mexico United States of America,13,2019-01-21,35.0841034,-106.6509851,Albuquerque 
Colorado Springs Colorado United States of America,23,2019-01-21,38.8339578,-104.8253485,Colorado Springs 
El Paso Texas United States of America,83,2019-01-21,31.7754152,-106.4646348,El Paso 
Odessa Texas United States of America,53,2019-01-21,31.8457149,-102.367687,Odessa 
Philadelphia Pennsylvania United States of America,2,2019-01-21,39.9527237,-75.1635262,Philadelphia 
Salt Lake City Utah United States of America,7,2019-01-21,40.7596198,-111.8867975,Salt Lake City 
Albuquerque New Mexico United States of America,17,2019-01-28,35.0841034,-106.6509851,Albuquerque 
Charlotte North Carolina United States of America,4,2019-01-28,35.2270869,-80.8431268,Charlotte 
Chicago Illinois United States of America,1,2019-01-28,41.8755616,-87.6244212,Chicago 
Dallas Texas United States of America,1,2019-01-28,32.7762719,-96.7968559,Dallas 
El Paso Texas United States of America,100,2019-01-28,31.7754152,-106.4646348,El Paso 
Houston Texas United States of America,2,2019-01-28,29.7589382,-95.3676974,Houston 
