geoName,interest,date,lat,long,city
Albuquerque New Mexico United States of America,62,2019-01-01,35.0841034,-106.6509851,Albuquerque 
Atlanta Georgia United States of America,6,2019-01-01,33.7490987,-84.3901849,Atlanta 
Baltimore Maryland United States of America,17,2019-01-01,39.2908816,-76.610759,Baltimore 
Boise Idaho United States of America,69,2019-01-01,43.6166163,-116.200886,Boise 
Boston Massachusetts United States of America,6,2019-01-01,42.3602534,-71.0582912,Boston 
Cedar Rapids Iowa United States of America,67,2019-01-01,41.9758872,-91.6704053,Cedar Rapids 
Chicago Illinois United States of America,5,2019-01-01,41.8755616,-87.6244212,Chicago 
Cincinnati Ohio United States of America,20,2019-01-01,39.1014537,-84.5124602,Cincinnati 
Cleveland Ohio United States of America,25,2019-01-01,41.5051613,-81.6934446,Cleveland 
Columbia South Carolina United States of America,55,2019-01-01,34.0007493,-81.0343313,Columbia 
Columbus Ohio United States of America,20,2019-01-01,39.9622601,-83.0007065,Columbus 
Dallas Texas United States of America,8,2019-01-01,32.7762719,-96.7968559,Dallas 
Denver Colorado United States of America,10,2019-01-01,39.7392364,-104.9848623,Denver 
Florence South Carolina United States of America,80,2019-01-01,34.1984435,-79.7671658,Florence 
Greenville South Carolina United States of America,26,2019-01-01,34.851354,-82.3984882,Greenville 
Harrisburg Pennsylvania United States of America,28,2019-01-01,40.2663107,-76.8861122,Harrisburg 
Houston Texas United States of America,10,2019-01-01,29.7589382,-95.3676974,Houston 
Jackson Mississippi United States of America,71,2019-01-01,32.2990384,-90.1847691,Jackson 
Jacksonville Florida United States of America,29,2019-01-01,30.3321838,-81.655651,Jacksonville 
Kansas City Missouri United States of America,20,2019-01-01,39.100105,-94.5781416,Kansas City 
Las Vegas Nevada United States of America,22,2019-01-01,36.1672559,-115.1485163,Las Vegas 
Los Angeles California United States of America,5,2019-01-01,34.0536909,-118.2427666,Los Angeles 
Miami Florida United States of America,10,2019-01-01,25.7742658,-80.1936589,Miami 
Milwaukee Wisconsin United States of America,19,2019-01-01,43.0349931,-87.922497,Milwaukee 
Mobile Alabama United States of America,41,2019-01-01,30.6943566,-88.0430541,Mobile 
New Orleans Louisiana United States of America,30,2019-01-01,29.9499323,-90.0701156,New Orleans 
New York New York United States of America,4,2019-01-01,36.1021436,-115.17449463280128,New York 
Orlando Florida United States of America,9,2019-01-01,28.5421109,-81.3790304,Orlando 
Philadelphia Pennsylvania United States of America,15,2019-01-01,39.9527237,-75.1635262,Philadelphia 
Phoenix Arizona United States of America,14,2019-01-01,33.4484367,-112.0741417,Phoenix 
Portland Maine United States of America,78,2019-01-01,43.6610277,-70.2548596,Portland 
Raleigh North Carolina United States of America,12,2019-01-01,35.7803977,-78.6390989,Raleigh 
Richmond Virginia United States of America,33,2019-01-01,37.5385087,-77.43428,Richmond 
San Antonio Texas United States of America,20,2019-01-01,29.4246002,-98.4951405,San Antonio 
San Francisco California United States of America,5,2019-01-01,37.7790262,-122.4199061,San Francisco 
Seattle Washington United States of America,8,2019-01-01,47.6038321,-122.3300624,Seattle 
South Bend Indiana United States of America,77,2019-01-01,41.6833813,-86.2500066,South Bend 
Spokane Washington United States of America,54,2019-01-01,47.6579425,-117.4212265,Spokane 
St. Louis Missouri United States of America,16,2019-01-01,38.6529545,-90.24111656024635,St. Louis 
Tampa Florida United States of America,10,2019-01-01,27.9477595,-82.458444,Tampa 
Washington District of Columbia United States of America,5,2019-01-01,38.8948932,-77.0365529,Washington 
Youngstown Ohio United States of America,100,2019-01-01,41.1035786,-80.6520161,Youngstown 
Atlanta Georgia United States of America,14,2019-01-07,33.7490987,-84.3901849,Atlanta 
Austin Texas United States of America,14,2019-01-07,30.2711286,-97.7436995,Austin 
Baton Rouge Louisiana United States of America,52,2019-01-07,30.4459596,-91.18738,Baton Rouge 
Boston Massachusetts United States of America,14,2019-01-07,42.3602534,-71.0582912,Boston 
Chattanooga Tennessee United States of America,48,2019-01-07,35.0457219,-85.3094883,Chattanooga 
Chicago Illinois United States of America,6,2019-01-07,41.8755616,-87.6244212,Chicago 
Cleveland Ohio United States of America,12,2019-01-07,41.5051613,-81.6934446,Cleveland 
Corpus Christi Texas United States of America,87,2019-01-07,27.7477253,-97.4014129,Corpus Christi 
Dallas Texas United States of America,8,2019-01-07,32.7762719,-96.7968559,Dallas 
Detroit Michigan United States of America,7,2019-01-07,42.3315509,-83.0466403,Detroit 
Ft. Wayne Indiana United States of America,68,2019-01-07,41.0799898,-85.1386015,Ft. Wayne 
Gainesville Florida United States of America,100,2019-01-07,29.6519684,-82.3249846,Gainesville 
Grand Rapids Michigan United States of America,20,2019-01-07,42.9632405,-85.6678639,Grand Rapids 
Green Bay Wisconsin United States of America,40,2019-01-07,44.5126379,-88.0125794,Green Bay 
Harrisburg Pennsylvania United States of America,45,2019-01-07,40.2663107,-76.8861122,Harrisburg 
Hartford Connecticut United States of America,13,2019-01-07,41.764582,-72.6908547,Hartford 
Honolulu Hawaii United States of America,30,2019-01-07,21.304547,-157.8556764,Honolulu 
Houston Texas United States of America,9,2019-01-07,29.7589382,-95.3676974,Houston 
Indianapolis Indiana United States of America,13,2019-01-07,39.7683331,-86.1583502,Indianapolis 
Jacksonville Florida United States of America,22,2019-01-07,30.3321838,-81.655651,Jacksonville 
Kansas City Missouri United States of America,15,2019-01-07,39.100105,-94.5781416,Kansas City 
Lansing Michigan United States of America,54,2019-01-07,42.7337712,-84.5553805,Lansing 
Los Angeles California United States of America,4,2019-01-07,34.0536909,-118.2427666,Los Angeles 
Miami Florida United States of America,7,2019-01-07,25.7742658,-80.1936589,Miami 
Milwaukee Wisconsin United States of America,15,2019-01-07,43.0349931,-87.922497,Milwaukee 
Minneapolis Minnesota United States of America,15,2019-01-07,44.9772995,-93.2654692,Minneapolis 
Mobile Alabama United States of America,32,2019-01-07,30.6943566,-88.0430541,Mobile 
Nashville Tennessee United States of America,12,2019-01-07,36.1622296,-86.7743531,Nashville 
New Orleans Louisiana United States of America,24,2019-01-07,29.9499323,-90.0701156,New Orleans 
New York New York United States of America,4,2019-01-07,36.1021436,-115.17449463280128,New York 
Omaha Nebraska United States of America,30,2019-01-07,41.2587459,-95.9383758,Omaha 
Orlando Florida United States of America,11,2019-01-07,28.5421109,-81.3790304,Orlando 
Peoria Illinois United States of America,68,2019-01-07,40.6938609,-89.5891008,Peoria 
Philadelphia Pennsylvania United States of America,7,2019-01-07,39.9527237,-75.1635262,Philadelphia 
Phoenix Arizona United States of America,7,2019-01-07,33.4484367,-112.0741417,Phoenix 
Pittsburgh Pennsylvania United States of America,13,2019-01-07,40.4416941,-79.9900861,Pittsburgh 
Portland Oregon United States of America,11,2019-01-07,45.5202471,-122.6741949,Portland 
Providence Rhode Island United States of America,24,2019-01-07,41.8239891,-71.4128343,Providence 
Raleigh North Carolina United States of America,9,2019-01-07,35.7803977,-78.6390989,Raleigh 
Richmond Virginia United States of America,25,2019-01-07,37.5385087,-77.43428,Richmond 
Salt Lake City Utah United States of America,12,2019-01-07,40.7596198,-111.8867975,Salt Lake City 
San Antonio Texas United States of America,15,2019-01-07,29.4246002,-98.4951405,San Antonio 
San Diego California United States of America,14,2019-01-07,32.7174209,-117.1627714,San Diego 
San Francisco California United States of America,3,2019-01-07,37.7790262,-122.4199061,San Francisco 
Santa Barbara California United States of America,55,2019-01-07,34.4221319,-119.7026673,Santa Barbara 
Seattle Washington United States of America,9,2019-01-07,47.6038321,-122.3300624,Seattle 
St. Louis Missouri United States of America,12,2019-01-07,38.6529545,-90.24111656024635,St. Louis 
Tampa Florida United States of America,16,2019-01-07,27.9477595,-82.458444,Tampa 
Tri Virginia United States of America,69,2019-01-07,38.5467876,-77.3366491,Tri 
Tucson Arizona United States of America,38,2019-01-07,32.2228765,-110.9748477,Tucson 
Tyler Texas United States of America,78,2019-01-07,32.3512601,-95.3010624,Tyler 
Waco Texas United States of America,45,2019-01-07,31.549333,-97.1466695,Waco 
Washington District of Columbia United States of America,12,2019-01-07,38.8948932,-77.0365529,Washington 
Albuquerque New Mexico United States of America,23,2019-01-14,35.0841034,-106.6509851,Albuquerque 
Atlanta Georgia United States of America,22,2019-01-14,33.7490987,-84.3901849,Atlanta 
Augusta Georgia United States of America,70,2019-01-14,33.4709714,-81.9748429,Augusta 
Bakersfield California United States of America,65,2019-01-14,35.3738712,-119.0194639,Bakersfield 
Baltimore Maryland United States of America,25,2019-01-14,39.2908816,-76.610759,Baltimore 
Baton Rouge Louisiana United States of America,50,2019-01-14,30.4459596,-91.18738,Baton Rouge 
Birmingham Alabama United States of America,20,2019-01-14,33.5206824,-86.8024326,Birmingham 
Boston Massachusetts United States of America,14,2019-01-14,42.3602534,-71.0582912,Boston 
Charlotte North Carolina United States of America,10,2019-01-14,35.2270869,-80.8431268,Charlotte 
Chicago Illinois United States of America,7,2019-01-14,41.8755616,-87.6244212,Chicago 
Cincinnati Ohio United States of America,22,2019-01-14,39.1014537,-84.5124602,Cincinnati 
Cleveland Ohio United States of America,9,2019-01-14,41.5051613,-81.6934446,Cleveland 
Colorado Springs Colorado United States of America,41,2019-01-14,38.8339578,-104.8253485,Colorado Springs 
Columbia South Carolina United States of America,38,2019-01-14,34.0007493,-81.0343313,Columbia 
Columbus Georgia United States of America,78,2019-01-14,32.4609764,-84.9877094,Columbus 
Corpus Christi Texas United States of America,83,2019-01-14,27.7477253,-97.4014129,Corpus Christi 
Dallas Texas United States of America,9,2019-01-14,32.7762719,-96.7968559,Dallas 
Dayton Ohio United States of America,37,2019-01-14,39.7589478,-84.1916069,Dayton 
Denver Colorado United States of America,7,2019-01-14,39.7392364,-104.9848623,Denver 
El Paso Texas United States of America,87,2019-01-14,31.7754152,-106.4646348,El Paso 
Ft. Smith Arkansas United States of America,100,2019-01-14,35.3872218,-94.4248983,Ft. Smith 
Green Bay Wisconsin United States of America,39,2019-01-14,44.5126379,-88.0125794,Green Bay 
Harrisburg Pennsylvania United States of America,22,2019-01-14,40.2663107,-76.8861122,Harrisburg 
Hartford Connecticut United States of America,17,2019-01-14,41.764582,-72.6908547,Hartford 
Honolulu Hawaii United States of America,29,2019-01-14,21.304547,-157.8556764,Honolulu 
Houston Texas United States of America,4,2019-01-14,29.7589382,-95.3676974,Houston 
Kansas City Missouri United States of America,21,2019-01-14,39.100105,-94.5781416,Kansas City 
La Crosse Wisconsin United States of America,85,2019-01-14,43.8014053,-91.2395429,La Crosse 
Las Vegas Nevada United States of America,32,2019-01-14,36.1672559,-115.1485163,Las Vegas 
Lexington Kentucky United States of America,36,2019-01-14,38.0464066,-84.4970393,Lexington 
Little Rock Arkansas United States of America,32,2019-01-14,34.7464809,-92.2895948,Little Rock 
Los Angeles California United States of America,8,2019-01-14,34.0536909,-118.2427666,Los Angeles 
Louisville Kentucky United States of America,22,2019-01-14,38.2542376,-85.759407,Louisville 
Miami Florida United States of America,10,2019-01-14,25.7742658,-80.1936589,Miami 
Minneapolis Minnesota United States of America,11,2019-01-14,44.9772995,-93.2654692,Minneapolis 
Mobile Alabama United States of America,30,2019-01-14,30.6943566,-88.0430541,Mobile 
Monterey California United States of America,57,2019-01-14,36.2231079,-121.3877428,Monterey 
New Orleans Louisiana United States of America,45,2019-01-14,29.9499323,-90.0701156,New Orleans 
New York New York United States of America,7,2019-01-14,36.1021436,-115.17449463280128,New York 
Omaha Nebraska United States of America,28,2019-01-14,41.2587459,-95.9383758,Omaha 
Orlando Florida United States of America,7,2019-01-14,28.5421109,-81.3790304,Orlando 
Philadelphia Pennsylvania United States of America,7,2019-01-14,39.9527237,-75.1635262,Philadelphia 
Phoenix Arizona United States of America,17,2019-01-14,33.4484367,-112.0741417,Phoenix 
Pittsburgh Pennsylvania United States of America,26,2019-01-14,40.4416941,-79.9900861,Pittsburgh 
Portland Maine United States of America,39,2019-01-14,43.6610277,-70.2548596,Portland 
Providence Rhode Island United States of America,23,2019-01-14,41.8239891,-71.4128343,Providence 
Raleigh North Carolina United States of America,9,2019-01-14,35.7803977,-78.6390989,Raleigh 
Reno Nevada United States of America,54,2019-01-14,39.5261206,-119.8126581,Reno 
Richmond Virginia United States of America,49,2019-01-14,37.5385087,-77.43428,Richmond 
Roanoke Virginia United States of America,37,2019-01-14,37.270973,-79.9414313,Roanoke 
Rochester New York United States of America,37,2019-01-14,43.157285,-77.615214,Rochester 
Sacramento California United States of America,9,2019-01-14,38.5815719,-121.4943996,Sacramento 
Salt Lake City Utah United States of America,23,2019-01-14,40.7596198,-111.8867975,Salt Lake City 
San Francisco California United States of America,7,2019-01-14,37.7790262,-122.4199061,San Francisco 
Santa Barbara California United States of America,51,2019-01-14,34.4221319,-119.7026673,Santa Barbara 
Seattle Washington United States of America,21,2019-01-14,47.6038321,-122.3300624,Seattle 
Springfield Missouri United States of America,46,2019-01-14,37.2166779,-93.2920373,Springfield 
St. Louis Missouri United States of America,11,2019-01-14,38.6529545,-90.24111656024635,St. Louis 
Tampa Florida United States of America,8,2019-01-14,27.9477595,-82.458444,Tampa 
Tri Virginia United States of America,65,2019-01-14,38.5467876,-77.3366491,Tri 
Tucson Arizona United States of America,36,2019-01-14,32.2228765,-110.9748477,Tucson 
Washington District of Columbia United States of America,9,2019-01-14,38.8948932,-77.0365529,Washington 
Wilkes Barre Pennsylvania United States of America,33,2019-01-14,41.2464824,-75.8817316,Wilkes Barre 
Albany New York United States of America,14,2019-01-21,42.6511674,-73.754968,Albany 
Albuquerque New Mexico United States of America,17,2019-01-21,35.0841034,-106.6509851,Albuquerque 
Alexandria Louisiana United States of America,100,2019-01-21,31.311248,-92.4449087,Alexandria 
Anchorage Alaska United States of America,69,2019-01-21,61.2163129,-149.8948523,Anchorage 
Atlanta Georgia United States of America,10,2019-01-21,33.7490987,-84.3901849,Atlanta 
Augusta Georgia United States of America,25,2019-01-21,33.4709714,-81.9748429,Augusta 
Austin Texas United States of America,5,2019-01-21,30.2711286,-97.7436995,Austin 
Baltimore Maryland United States of America,9,2019-01-21,39.2908816,-76.610759,Baltimore 
Birmingham Alabama United States of America,14,2019-01-21,33.5206824,-86.8024326,Birmingham 
Boston Massachusetts United States of America,20,2019-01-21,42.3602534,-71.0582912,Boston 
Burlington Vermont United States of America,18,2019-01-21,44.4762975,-73.2135472,Burlington 
Cedar Rapids Iowa United States of America,17,2019-01-21,41.9758872,-91.6704053,Cedar Rapids 
Champaign Illinois United States of America,17,2019-01-21,40.1164205,-88.2433829,Champaign 
Charleston South Carolina United States of America,16,2019-01-21,32.7876012,-79.9402728,Charleston 
Charlotte North Carolina United States of America,9,2019-01-21,35.2270869,-80.8431268,Charlotte 
Chattanooga Tennessee United States of America,17,2019-01-21,35.0457219,-85.3094883,Chattanooga 
Chicago Illinois United States of America,7,2019-01-21,41.8755616,-87.6244212,Chicago 
Cincinnati Ohio United States of America,8,2019-01-21,39.1014537,-84.5124602,Cincinnati 
Cleveland Ohio United States of America,5,2019-01-21,41.5051613,-81.6934446,Cleveland 
Colorado Springs Colorado United States of America,14,2019-01-21,38.8339578,-104.8253485,Colorado Springs 
Columbia South Carolina United States of America,21,2019-01-21,34.0007493,-81.0343313,Columbia 
Columbus Ohio United States of America,5,2019-01-21,39.9622601,-83.0007065,Columbus 
Corpus Christi Texas United States of America,30,2019-01-21,27.7477253,-97.4014129,Corpus Christi 
Dallas Texas United States of America,6,2019-01-21,32.7762719,-96.7968559,Dallas 
Denver Colorado United States of America,6,2019-01-21,39.7392364,-104.9848623,Denver 
Des Moines Iowa United States of America,38,2019-01-21,41.5910641,-93.6037149,Des Moines 
Detroit Michigan United States of America,4,2019-01-21,42.3315509,-83.0466403,Detroit 
El Paso Texas United States of America,24,2019-01-21,31.7754152,-106.4646348,El Paso 
Fargo North Dakota United States of America,26,2019-01-21,46.877229,-96.789821,Fargo 
Fresno California United States of America,9,2019-01-21,36.7295295,-119.70886126075588,Fresno 
Ft. Myers Florida United States of America,10,2019-01-21,26.640628,-81.8723084,Ft. Myers 
Ft. Smith Arkansas United States of America,28,2019-01-21,35.3872218,-94.4248983,Ft. Smith 
Ft. Wayne Indiana United States of America,24,2019-01-21,41.0799898,-85.1386015,Ft. Wayne 
Gainesville Florida United States of America,35,2019-01-21,29.6519684,-82.3249846,Gainesville 
Grand Rapids Michigan United States of America,12,2019-01-21,42.9632405,-85.6678639,Grand Rapids 
Greenville South Carolina United States of America,7,2019-01-21,34.851354,-82.3984882,Greenville 
Harrisburg Pennsylvania United States of America,20,2019-01-21,40.2663107,-76.8861122,Harrisburg 
Hartford Connecticut United States of America,14,2019-01-21,41.764582,-72.6908547,Hartford 
Honolulu Hawaii United States of America,16,2019-01-21,21.304547,-157.8556764,Honolulu 
Houston Texas United States of America,8,2019-01-21,29.7589382,-95.3676974,Houston 
Huntsville Alabama United States of America,16,2019-01-21,34.729847,-86.5859011,Huntsville 
Indianapolis Indiana United States of America,5,2019-01-21,39.7683331,-86.1583502,Indianapolis 
Jacksonville Florida United States of America,15,2019-01-21,30.3321838,-81.655651,Jacksonville 
Johnstown Pennsylvania United States of America,40,2019-01-21,40.3267407,-78.9219698,Johnstown 
Kansas City Missouri United States of America,5,2019-01-21,39.100105,-94.5781416,Kansas City 
Knoxville Tennessee United States of America,12,2019-01-21,35.9603948,-83.9210261,Knoxville 
La Crosse Wisconsin United States of America,30,2019-01-21,43.8014053,-91.2395429,La Crosse 
Lansing Michigan United States of America,22,2019-01-21,42.7337712,-84.5553805,Lansing 
Las Vegas Nevada United States of America,6,2019-01-21,36.1672559,-115.1485163,Las Vegas 
Lexington Kentucky United States of America,13,2019-01-21,38.0464066,-84.4970393,Lexington 
Lincoln Nebraska United States of America,21,2019-01-21,40.8088861,-96.7077751,Lincoln 
Little Rock Arkansas United States of America,12,2019-01-21,34.7464809,-92.2895948,Little Rock 
Los Angeles California United States of America,6,2019-01-21,34.0536909,-118.2427666,Los Angeles 
Louisville Kentucky United States of America,8,2019-01-21,38.2542376,-85.759407,Louisville 
Lubbock Texas United States of America,36,2019-01-21,33.5635206,-101.879336,Lubbock 
Macon Georgia United States of America,29,2019-01-21,32.8406946,-83.6324022,Macon 
Madison Wisconsin United States of America,13,2019-01-21,43.074761,-89.3837613,Madison 
Memphis Tennessee United States of America,10,2019-01-21,35.1490215,-90.0516285,Memphis 
Miami Florida United States of America,7,2019-01-21,25.7742658,-80.1936589,Miami 
Milwaukee Wisconsin United States of America,10,2019-01-21,43.0349931,-87.922497,Milwaukee 
Minneapolis Minnesota United States of America,4,2019-01-21,44.9772995,-93.2654692,Minneapolis 
Nashville Tennessee United States of America,12,2019-01-21,36.1622296,-86.7743531,Nashville 
New Orleans Louisiana United States of America,17,2019-01-21,29.9499323,-90.0701156,New Orleans 
New York New York United States of America,6,2019-01-21,36.1021436,-115.17449463280128,New York 
Norfolk Virginia United States of America,10,2019-01-21,36.8462923,-76.2929252,Norfolk 
Oklahoma City Oklahoma United States of America,13,2019-01-21,35.4729886,-97.5170536,Oklahoma City 
Omaha Nebraska United States of America,10,2019-01-21,41.2587459,-95.9383758,Omaha 
Orlando Florida United States of America,7,2019-01-21,28.5421109,-81.3790304,Orlando 
Peoria Illinois United States of America,23,2019-01-21,40.6938609,-89.5891008,Peoria 
Philadelphia Pennsylvania United States of America,12,2019-01-21,39.9527237,-75.1635262,Philadelphia 
Phoenix Arizona United States of America,3,2019-01-21,33.4484367,-112.0741417,Phoenix 
Pittsburgh Pennsylvania United States of America,5,2019-01-21,40.4416941,-79.9900861,Pittsburgh 
Portland Oregon United States of America,4,2019-01-21,45.5202471,-122.6741949,Portland 
Portland Maine United States of America,29,2019-01-21,43.6610277,-70.2548596,Portland 
Providence Rhode Island United States of America,36,2019-01-21,41.8239891,-71.4128343,Providence 
Raleigh North Carolina United States of America,3,2019-01-21,35.7803977,-78.6390989,Raleigh 
Reno Nevada United States of America,20,2019-01-21,39.5261206,-119.8126581,Reno 
Richmond Virginia United States of America,9,2019-01-21,37.5385087,-77.43428,Richmond 
Roanoke Virginia United States of America,13,2019-01-21,37.270973,-79.9414313,Roanoke 
Rochester New York United States of America,14,2019-01-21,43.157285,-77.615214,Rochester 
Rockford Illinois United States of America,35,2019-01-21,42.2713945,-89.093966,Rockford 
Sacramento California United States of America,3,2019-01-21,38.5815719,-121.4943996,Sacramento 
Salt Lake City Utah United States of America,8,2019-01-21,40.7596198,-111.8867975,Salt Lake City 
San Antonio Texas United States of America,16,2019-01-21,29.4246002,-98.4951405,San Antonio 
San Diego California United States of America,6,2019-01-21,32.7174209,-117.1627714,San Diego 
San Francisco California United States of America,6,2019-01-21,37.7790262,-122.4199061,San Francisco 
Savannah Georgia United States of America,16,2019-01-21,32.0809263,-81.0911768,Savannah 
Seattle Washington United States of America,7,2019-01-21,47.6038321,-122.3300624,Seattle 
Shreveport Louisiana United States of America,22,2019-01-21,32.5221828,-93.7651944,Shreveport 
South Bend Indiana United States of America,38,2019-01-21,41.6833813,-86.2500066,South Bend 
Spokane Washington United States of America,14,2019-01-21,47.6579425,-117.4212265,Spokane 
Springfield Missouri United States of America,25,2019-01-21,37.2166779,-93.2920373,Springfield 
Springfield Massachusetts United States of America,39,2019-01-21,42.1014831,-72.589811,Springfield 
St. Louis Missouri United States of America,7,2019-01-21,38.6529545,-90.24111656024635,St. Louis 
Syracuse New York United States of America,15,2019-01-21,43.0481221,-76.1474244,Syracuse 
Tampa Florida United States of America,4,2019-01-21,27.9477595,-82.458444,Tampa 
Tucson Arizona United States of America,19,2019-01-21,32.2228765,-110.9748477,Tucson 
Tulsa Oklahoma United States of America,20,2019-01-21,36.1556805,-95.9929113,Tulsa 
Waco Texas United States of America,14,2019-01-21,31.549333,-97.1466695,Waco 
Washington District of Columbia United States of America,6,2019-01-21,38.8948932,-77.0365529,Washington 
West Palm Beach Florida United States of America,13,2019-01-21,26.715364,-80.0532942,West Palm Beach 
Wichita Kansas United States of America,14,2019-01-21,37.6922361,-97.3375448,Wichita 
Yakima Washington United States of America,25,2019-01-21,46.601557,-120.5108421,Yakima 
Albany New York United States of America,16,2019-01-28,42.6511674,-73.754968,Albany 
Albuquerque New Mexico United States of America,14,2019-01-28,35.0841034,-106.6509851,Albuquerque 
Anchorage Alaska United States of America,58,2019-01-28,61.2163129,-149.8948523,Anchorage 
Atlanta Georgia United States of America,26,2019-01-28,33.7490987,-84.3901849,Atlanta 
Augusta Georgia United States of America,63,2019-01-28,33.4709714,-81.9748429,Augusta 
Austin Texas United States of America,14,2019-01-28,30.2711286,-97.7436995,Austin 
Baltimore Maryland United States of America,14,2019-01-28,39.2908816,-76.610759,Baltimore 
Bangor Maine United States of America,100,2019-01-28,44.8011821,-68.7778138,Bangor 
Baton Rouge Louisiana United States of America,30,2019-01-28,30.4459596,-91.18738,Baton Rouge 
Birmingham Alabama United States of America,9,2019-01-28,33.5206824,-86.8024326,Birmingham 
