geoName,interest,date,lat,long
Atlanta GA,7,2019-01-01,33.7490987,-84.3901849
Augusta GA,95,2019-01-01,33.4709714,-81.9748429
Austin TX,19,2019-01-01,30.2711286,-97.7436995
Boston MA,7,2019-01-01,42.3602534,-71.0582912
Des Moines,52,2019-01-01,41.5910641,-93.6037149
Detroit MI,11,2019-01-01,42.3315509,-83.0466403
Ft. Smith,80,2019-01-01,35.3872218,-94.4248983
Harlingen,55,2019-01-01,26.1908241,-97.6959794
Jacksonville FL,31,2019-01-01,30.3321838,-81.655651
Kansas City MO,21,2019-01-01,39.100105,-94.5781416
Los Angeles CA,6,2019-01-01,34.0536909,-118.2427666
New York NY,3,2019-01-01,40.7127281,-74.0060152
Pittsburgh PA,37,2019-01-01,40.4416941,-79.9900861
Raleigh,12,2019-01-01,35.7803977,-78.6390989
San Antonio TX,21,2019-01-01,29.4246002,-98.4951405
San Francisco,5,2019-01-01,37.7790262,-122.4199061
Sioux Fall,100,2019-01-01,46.737158,-90.8801835
Washington DC,5,2019-01-01,38.8948932,-77.0365529
Albuquerque,6,2019-01-07,35.0841034,-106.6509851
Atlanta GA,2,2019-01-07,33.7490987,-84.3901849
Bakersfield CA,17,2019-01-07,35.3738712,-119.0194639
Boston MA,3,2019-01-07,42.3602534,-71.0582912
Buffalo NY,10,2019-01-07,42.8867166,-78.8783922
Chicago IL,2,2019-01-07,41.8755616,-87.6244212
Cincinnati OH,4,2019-01-07,39.1014537,-84.5124602
Cleveland,2,2019-01-07,41.5051613,-81.6934446
Columbus OH,5,2019-01-07,39.9622601,-83.0007065
Dallas,1,2019-01-07,32.7762719,-96.7968559
Denver CO,2,2019-01-07,39.7348381,-104.9653271
Detroit MI,2,2019-01-07,42.3315509,-83.0466403
Fairbanks AK,100,2019-01-07,64.837845,-147.716675
Grand Rapids,5,2019-01-07,42.9632405,-85.6678639
Greenville,5,2019-01-07,34.851354,-82.3984882
Harrisburg,6,2019-01-07,40.2663107,-76.8861122
Hartford,3,2019-01-07,41.764582,-72.6908547
Houston TX,2,2019-01-07,29.7589382,-95.3676974
Idaho Falls,30,2019-01-07,43.4935245,-112.0400919
Lexington KY,9,2019-01-07,38.0464066,-84.4970393
Los Angeles CA,2,2019-01-07,34.0536909,-118.2427666
Louisville KY,6,2019-01-07,38.2542376,-85.759407
Madison WI,10,2019-01-07,43.074761,-89.3837613
Marquette MI,66,2019-01-07,46.4481521,-87.6305899
Miami,3,2019-01-07,25.7742658,-80.1936589
Milwaukee WI,4,2019-01-07,43.0349931,-87.922497
Minneapolis,6,2019-01-07,44.9772995,-93.2654692
Mobile AL,8,2019-01-07,39.092585,-84.853229
Nashville TN,3,2019-01-07,36.1622296,-86.7743531
New York NY,1,2019-01-07,40.7127281,-74.0060152
Norfolk,5,2019-01-07,52.666667,1.0
Paducah KY,16,2019-01-07,37.0833893,-88.6000478
Parkersburg WV,91,2019-01-07,39.2699565,-81.5506916
Philadelphia PA,2,2019-01-07,39.9527237,-75.1635262
Phoenix AZ,3,2019-01-07,33.4484367,-112.0741417
Pittsburgh PA,3,2019-01-07,40.4416941,-79.9900861
Portland OR,4,2019-01-07,45.5202471,-122.6741949
Roanoke,10,2019-01-07,37.270973,-79.9414313
San Antonio TX,4,2019-01-07,29.4246002,-98.4951405
San Francisco,2,2019-01-07,37.7790262,-122.4199061
Santa Barbara,14,2019-01-07,34.4221319,-119.7026673
Seattle,2,2019-01-07,47.6038321,-122.3300624
Sioux City IA,32,2019-01-07,42.4966815,-96.4058782
Spokane WA,10,2019-01-07,47.6579425,-117.4212265
St. Louis MO,3,2019-01-07,38.6529545,-90.24111656024635
Syracuse NY,11,2019-01-07,43.0481221,-76.1474244
Tampa,2,2019-01-07,27.9477595,-82.458444
Topeka KS,26,2019-01-07,39.049011,-95.677556
Tyler,19,2019-01-07,32.3512601,-95.3010624
Washington DC,3,2019-01-07,38.8948932,-77.0365529
West Palm Beach,5,2019-01-07,26.7153425,-80.0533746
Youngstown OH,19,2019-01-07,41.1035786,-80.6520161
Abilene,25,2019-01-14,32.44645,-99.7475905
Albany GA,100,2019-01-14,51.7468576,-0.3383107
Albany,44,2019-01-14,42.6511674,-73.754968
Albuquerque,37,2019-01-14,35.0841034,-106.6509851
Alexandria LA,56,2019-01-14,31.199004,29.894378
Amarillo TX,19,2019-01-14,35.2072185,-101.8338246
Anchorage AK,57,2019-01-14,61.2163129,-149.8948523
Atlanta GA,28,2019-01-14,33.7490987,-84.3901849
Augusta GA,45,2019-01-14,33.4709714,-81.9748429
Austin TX,36,2019-01-14,30.2711286,-97.7436995
Bakersfield CA,24,2019-01-14,35.3738712,-119.0194639
Baltimore MD,45,2019-01-14,39.2908816,-76.610759
Bangor ME,32,2019-01-14,29.0659229,-110.97133
Baton Rouge LA,23,2019-01-14,30.4459596,-91.18738
Beaumont,33,2019-01-14,30.0860459,-94.1018461
Bend OR,26,2019-01-14,44.0581728,-121.3153096
"Billings, MT",64,2019-01-14,45.7874957,-108.49607
Biloxi,19,2019-01-14,30.374673,-88.84594333482862
Binghamton NY,41,2019-01-14,42.096968,-75.914341
Birmingham AL,24,2019-01-14,33.570499,-86.765783
Bluefield,80,2019-01-14,37.2698395,-81.2223195
Boise ID,32,2019-01-14,43.6166163,-116.200886
Boston MA,49,2019-01-14,42.3602534,-71.0582912
Bowling Green KY,31,2019-01-14,36.9903199,-86.4436018
Buffalo NY,31,2019-01-14,42.8867166,-78.8783922
