geoName,interest,date,lat,long
Anchorage AK,22,2019-01-01,61.2163129,-149.8948523
Austin TX,3,2019-01-01,30.2711286,-97.7436995
Bakersfield CA,32,2019-01-01,35.3738712,-119.0194639
Baltimore MD,3,2019-01-01,39.2908816,-76.610759
Baton Rouge LA,13,2019-01-01,30.4459596,-91.18738
Boston MA,1,2019-01-01,42.3602534,-71.0582912
Charleston SC,10,2019-01-01,32.7876012,-79.9402728
Chicago IL,1,2019-01-01,41.8755616,-87.6244212
Chico,23,2019-01-01,39.7284945,-121.8374777
Cincinnati OH,3,2019-01-01,39.1014537,-84.5124602
Cleveland,2,2019-01-01,41.5051613,-81.6934446
Denver CO,2,2019-01-01,39.7348381,-104.9653271
Detroit MI,2,2019-01-01,42.3315509,-83.0466403
Eugene OR,17,2019-01-01,44.0505054,-123.0950506
Eureka CA,71,2019-01-01,45.4985271,-62.6816736
Fairbanks AK,100,2019-01-01,64.837845,-147.716675
Fresno,19,2019-01-01,36.7295295,-119.70886126075588
Ft. Wayne IN,16,2019-01-01,41.0799898,-85.1386015
Grand Rapids,5,2019-01-01,42.9632405,-85.6678639
Greensboro,11,2019-01-01,36.0726355,-79.7919754
Harrisburg,5,2019-01-01,40.2663107,-76.8861122
Hartford,3,2019-01-01,41.764582,-72.6908547
Honolulu HI,7,2019-01-01,21.304547,-157.8556764
Kansas City MO,5,2019-01-01,39.100105,-94.5781416
Lake Charles LA,44,2019-01-01,30.2265949,-93.2173759
Las Vegas NV,15,2019-01-01,36.1672559,-115.1485163
Los Angeles CA,14,2019-01-01,34.0536909,-118.2427666
Madison WI,9,2019-01-01,43.074761,-89.3837613
Memphis TN,6,2019-01-01,35.1490215,-90.0516285
Miami,2,2019-01-01,25.7742658,-80.1936589
Milwaukee WI,4,2019-01-01,43.0349931,-87.922497
Monterey,15,2019-01-01,36.2231079,-121.3877428
New York NY,1,2019-01-01,40.7127281,-74.0060152
Omaha NE,7,2019-01-01,41.2587459,-95.9383758
Orlando,2,2019-01-01,28.5421109,-81.3790304
