geoName,interest,date,lat,long
Atlanta GA,9,2019-01-01,33.7490987,-84.3901849
Houston TX,4,2019-01-01,29.7589382,-95.3676974
New York NY,1,2019-01-01,40.7127281,-74.0060152
San Francisco,3,2019-01-01,37.7790262,-122.4199061
Topeka KS,100,2019-01-01,39.049011,-95.677556
Albuquerque,9,2019-01-07,35.0841034,-106.6509851
Baltimore MD,5,2019-01-07,39.2908816,-76.610759
Chicago IL,1,2019-01-07,41.8755616,-87.6244212
Dallas,1,2019-01-07,32.7762719,-96.7968559
Detroit MI,3,2019-01-07,42.3315509,-83.0466403
Hartford,5,2019-01-07,41.764582,-72.6908547
Las Vegas NV,6,2019-01-07,36.1672559,-115.1485163
Marquette MI,100,2019-01-07,46.4481521,-87.6305899
Memphis TN,10,2019-01-07,35.1490215,-90.0516285
New York NY,1,2019-01-07,40.7127281,-74.0060152
Portland OR,4,2019-01-07,45.5202471,-122.6741949
Richmond,9,2019-01-07,37.5385087,-77.43428
Salt Lake City UT,4,2019-01-07,40.7596198,-111.8867975
San Francisco,3,2019-01-07,37.7790262,-122.4199061
Tampa,3,2019-01-07,27.9477595,-82.458444
Albany,27,2019-01-14,42.6511674,-73.754968
Anchorage AK,100,2019-01-14,61.2163129,-149.8948523
Boston MA,5,2019-01-14,42.3602534,-71.0582912
Chicago IL,3,2019-01-14,41.8755616,-87.6244212
Denver CO,7,2019-01-14,39.7348381,-104.9653271
Los Angeles CA,2,2019-01-14,34.0536909,-118.2427666
New York NY,1,2019-01-14,40.7127281,-74.0060152
Portland OR,11,2019-01-14,45.5202471,-122.6741949
Providence RI,25,2019-01-14,51.4325409,-2.6642358
San Francisco,4,2019-01-14,37.7790262,-122.4199061
Seattle,6,2019-01-14,47.6038321,-122.3300624
Springfield,61,2019-01-14,39.7990175,-89.6439575
Anchorage AK,10,2019-01-21,61.2163129,-149.8948523
Bangor ME,15,2019-01-21,29.0659229,-110.97133
Boston MA,1,2019-01-21,42.3602534,-71.0582912
Burlington VT,5,2019-01-21,44.4762975,-73.2135472
Butte,22,2019-01-21,39.6519275,-121.5858444
Dothan AL,22,2019-01-21,31.2237434,-85.3933906
Green Bay,4,2019-01-21,44.5126379,-88.0125794
Hartford,1,2019-01-21,41.764582,-72.6908547
Idaho Falls,13,2019-01-21,43.4935245,-112.0400919
Los Angeles CA,1,2019-01-21,34.0536909,-118.2427666
Madison WI,4,2019-01-21,43.074761,-89.3837613
Memphis TN,3,2019-01-21,35.1490215,-90.0516285
Milwaukee WI,2,2019-01-21,43.0349931,-87.922497
Minneapolis,1,2019-01-21,44.9772995,-93.2654692
Nashville TN,1,2019-01-21,36.1622296,-86.7743531
Omaha NE,3,2019-01-21,41.2587459,-95.9383758
Orlando,1,2019-01-21,28.5421109,-81.3790304
Philadelphia PA,1,2019-01-21,39.9527237,-75.1635262
Pittsburgh PA,1,2019-01-21,40.4416941,-79.9900861
Presque Isle ME,100,2019-01-21,46.681479,-68.016357
Providence RI,3,2019-01-21,51.4325409,-2.6642358
Raleigh,1,2019-01-21,35.7803977,-78.6390989
Richmond,3,2019-01-21,37.5385087,-77.43428
Rochester NY,4,2019-01-21,43.157285,-77.615214
Sacramento,2,2019-01-21,38.5815719,-121.4943996
San Diego CA,1,2019-01-21,32.7174209,-117.1627714
San Francisco,1,2019-01-21,37.7790262,-122.4199061
Santa Barbara,6,2019-01-21,34.4221319,-119.7026673
Savannah GA,5,2019-01-21,43.4129206,-79.7028276
Seattle,1,2019-01-21,47.6038321,-122.3300624
Tulsa OK,4,2019-01-21,36.1556805,-95.9929113
Atlanta GA,12,2019-01-28,33.7490987,-84.3901849
Boston MA,7,2019-01-28,42.3602534,-71.0582912
Burlington VT,75,2019-01-28,44.4762975,-73.2135472
Chicago IL,12,2019-01-28,41.8755616,-87.6244212
Columbus OH,21,2019-01-28,39.9622601,-83.0007065
Denver CO,11,2019-01-28,39.7348381,-104.9653271
Des Moines,53,2019-01-28,41.5910641,-93.6037149
Eugene OR,97,2019-01-28,44.0505054,-123.0950506
Fresno,38,2019-01-28,36.7295295,-119.70886126075588
Harrisburg,33,2019-01-28,40.2663107,-76.8861122
Little Rock,49,2019-01-28,34.7464809,-92.2895948
Los Angeles CA,6,2019-01-28,34.0536909,-118.2427666
Louisville KY,35,2019-01-28,38.2542376,-85.759407
Madison WI,56,2019-01-28,43.074761,-89.3837613
Miami,11,2019-01-28,25.7742658,-80.1936589
Minneapolis,11,2019-01-28,44.9772995,-93.2654692
New York NY,11,2019-01-28,40.7127281,-74.0060152
Omaha NE,65,2019-01-28,41.2587459,-95.9383758
Orlando,11,2019-01-28,28.5421109,-81.3790304
Philadelphia PA,9,2019-01-28,39.9527237,-75.1635262
Portland OR,16,2019-01-28,45.5202471,-122.6741949
Portland,62,2019-01-28,45.5202471,-122.6741949
Providence RI,69,2019-01-28,51.4325409,-2.6642358
Raleigh,14,2019-01-28,35.7803977,-78.6390989
Salt Lake City UT,17,2019-01-28,40.7596198,-111.8867975
San Diego CA,28,2019-01-28,32.7174209,-117.1627714
San Francisco,11,2019-01-28,37.7790262,-122.4199061
Santa Barbara,78,2019-01-28,34.4221319,-119.7026673
Seattle,9,2019-01-28,47.6038321,-122.3300624
Springfield,81,2019-01-28,39.7990175,-89.6439575
Tampa,12,2019-01-28,27.9477595,-82.458444
Toledo OH,63,2019-01-28,41.6786754,-83.5127283
Tri,100,2019-01-28,35.875259,-78.7751271
Washington DC,14,2019-01-28,38.8948932,-77.0365529
Albuquerque,19,2019-02-04,35.0841034,-106.6509851
Atlanta GA,4,2019-02-04,33.7490987,-84.3901849
Boston MA,6,2019-02-04,42.3602534,-71.0582912
Buffalo NY,21,2019-02-04,42.8867166,-78.8783922
Chicago IL,3,2019-02-04,41.8755616,-87.6244212
Cleveland,8,2019-02-04,41.5051613,-81.6934446
Columbus OH,11,2019-02-04,39.9622601,-83.0007065
Denver CO,6,2019-02-04,39.7348381,-104.9653271
Detroit MI,6,2019-02-04,42.3315509,-83.0466403
Eugene OR,52,2019-02-04,44.0505054,-123.0950506
Hartford,11,2019-02-04,41.764582,-72.6908547
Honolulu HI,24,2019-02-04,21.304547,-157.8556764
Idaho Falls,100,2019-02-04,43.4935245,-112.0400919
Indianapolis IN,11,2019-02-04,39.7683331,-86.1583502
Lincoln,50,2019-02-04,47.8299069,-118.414727
Los Angeles CA,5,2019-02-04,34.0536909,-118.2427666
Memphis TN,21,2019-02-04,35.1490215,-90.0516285
Mobile AL,25,2019-02-04,39.092585,-84.853229
New York NY,2,2019-02-04,40.7127281,-74.0060152
Norfolk,15,2019-02-04,52.666667,1.0
Orlando,6,2019-02-04,28.5421109,-81.3790304
Philadelphia PA,4,2019-02-04,39.9527237,-75.1635262
Phoenix AZ,6,2019-02-04,33.4484367,-112.0741417
Portland OR,8,2019-02-04,45.5202471,-122.6741949
Providence RI,20,2019-02-04,51.4325409,-2.6642358
Raleigh,7,2019-02-04,35.7803977,-78.6390989
Sacramento,7,2019-02-04,38.5815719,-121.4943996
San Diego CA,8,2019-02-04,32.7174209,-117.1627714
San Francisco,4,2019-02-04,37.7790262,-122.4199061
Santa Barbara,43,2019-02-04,34.4221319,-119.7026673
St. Louis MO,10,2019-02-04,38.6529545,-90.24111656024635
Syracuse NY,33,2019-02-04,43.0481221,-76.1474244
Waco,32,2019-02-04,31.549333,-97.1466695
Washington DC,3,2019-02-04,38.8948932,-77.0365529
West Palm Beach,16,2019-02-04,26.7153425,-80.0533746
Albany,18,2019-02-11,42.6511674,-73.754968
Austin TX,9,2019-02-11,30.2711286,-97.7436995
Boston MA,3,2019-02-11,42.3602534,-71.0582912
Buffalo NY,18,2019-02-11,42.8867166,-78.8783922
Burlington VT,35,2019-02-11,44.4762975,-73.2135472
Charlotte NC,6,2019-02-11,35.2270869,-80.8431268
Charlottesville VA,100,2019-02-11,38.029306,-78.4766781
Chicago IL,5,2019-02-11,41.8755616,-87.6244212
Cincinnati OH,11,2019-02-11,39.1014537,-84.5124602
Detroit MI,5,2019-02-11,42.3315509,-83.0466403
Grand Rapids,14,2019-02-11,42.9632405,-85.6678639
Greenville,14,2019-02-11,34.851354,-82.3984882
Harrisburg,16,2019-02-11,40.2663107,-76.8861122
Honolulu HI,21,2019-02-11,21.304547,-157.8556764
Jacksonville FL,16,2019-02-11,30.3321838,-81.655651
Kansas City MO,11,2019-02-11,39.100105,-94.5781416
Miami,5,2019-02-11,25.7742658,-80.1936589
Monterey,41,2019-02-11,36.2231079,-121.3877428
New York NY,2,2019-02-11,40.7127281,-74.0060152
Oklahoma City OK,16,2019-02-11,35.4729886,-97.5170536
Orlando,5,2019-02-11,28.5421109,-81.3790304
Paducah KY,44,2019-02-11,37.0833893,-88.6000478
Philadelphia PA,3,2019-02-11,39.9527237,-75.1635262
Phoenix AZ,5,2019-02-11,33.4484367,-112.0741417
Pittsburgh PA,10,2019-02-11,40.4416941,-79.9900861
Portland,30,2019-02-11,45.5202471,-122.6741949
Raleigh,6,2019-02-11,35.7803977,-78.6390989
San Diego CA,7,2019-02-11,32.7174209,-117.1627714
San Francisco,4,2019-02-11,37.7790262,-122.4199061
Seattle,4,2019-02-11,47.6038321,-122.3300624
Sioux Fall,52,2019-02-11,46.737158,-90.8801835
Spokane WA,29,2019-02-11,47.6579425,-117.4212265
Toledo OH,31,2019-02-11,41.6786754,-83.5127283
Washington DC,8,2019-02-11,38.8948932,-77.0365529
Abilene,80,2019-02-18,32.44645,-99.7475905
Albany,12,2019-02-18,42.6511674,-73.754968
Albuquerque,10,2019-02-18,35.0841034,-106.6509851
Austin TX,6,2019-02-18,30.2711286,-97.7436995
Bangor ME,62,2019-02-18,29.0659229,-110.97133
Bend OR,88,2019-02-18,44.0581728,-121.3153096
Boston MA,4,2019-02-18,42.3602534,-71.0582912
Butte,90,2019-02-18,39.6519275,-121.5858444
Charlotte NC,4,2019-02-18,35.2270869,-80.8431268
Chicago IL,1,2019-02-18,41.8755616,-87.6244212
Denver CO,3,2019-02-18,39.7348381,-104.9653271
Eugene OR,29,2019-02-18,44.0505054,-123.0950506
Harrisburg,10,2019-02-18,40.2663107,-76.8861122
Hartford,6,2019-02-18,41.764582,-72.6908547
Houston TX,2,2019-02-18,29.7589382,-95.3676974
Los Angeles CA,1,2019-02-18,34.0536909,-118.2427666
Medford,48,2019-02-18,42.4184296,-71.1061639
Minneapolis,3,2019-02-18,44.9772995,-93.2654692
Monterey,27,2019-02-18,36.2231079,-121.3877428
New York NY,2,2019-02-18,40.7127281,-74.0060152
Philadelphia PA,3,2019-02-18,39.9527237,-75.1635262
Phoenix AZ,6,2019-02-18,33.4484367,-112.0741417
Portland OR,5,2019-02-18,45.5202471,-122.6741949
Quincy IL,100,2019-02-18,39.9368363,-120.9471764
Roanoke,15,2019-02-18,37.270973,-79.9414313
Rochester NY,17,2019-02-18,43.157285,-77.615214
San Francisco,4,2019-02-18,37.7790262,-122.4199061
Seattle,3,2019-02-18,47.6038321,-122.3300624
Syracuse NY,18,2019-02-18,43.0481221,-76.1474244
Tampa,3,2019-02-18,27.9477595,-82.458444
Washington DC,3,2019-02-18,38.8948932,-77.0365529
West Palm Beach,8,2019-02-18,26.7153425,-80.0533746
Wichita,17,2019-02-18,37.6922361,-97.3375448
Albany,21,2019-02-25,42.6511674,-73.754968
Anchorage AK,79,2019-02-25,61.2163129,-149.8948523
Baltimore MD,10,2019-02-25,39.2908816,-76.610759
Boston MA,4,2019-02-25,42.3602534,-71.0582912
Burlington VT,57,2019-02-25,44.4762975,-73.2135472
Charlotte NC,8,2019-02-25,35.2270869,-80.8431268
Chicago IL,3,2019-02-25,41.8755616,-87.6244212
Denver CO,6,2019-02-25,39.7348381,-104.9653271
Erie PA,100,2019-02-25,42.1294712,-80.0852695
Eugene OR,55,2019-02-25,44.0505054,-123.0950506
Ft. Myers,23,2019-02-25,26.640628,-81.8723084
Grand Rapids,16,2019-02-25,42.9632405,-85.6678639
Greenville,15,2019-02-25,34.851354,-82.3984882
Houston TX,4,2019-02-25,29.7589382,-95.3676974
Jacksonville FL,18,2019-02-25,30.3321838,-81.655651
Los Angeles CA,2,2019-02-25,34.0536909,-118.2427666
Medford,84,2019-02-25,42.4184296,-71.1061639
Milwaukee WI,12,2019-02-25,43.0349931,-87.922497
New York NY,6,2019-02-25,40.7127281,-74.0060152
Phoenix AZ,5,2019-02-25,33.4484367,-112.0741417
Portland OR,25,2019-02-25,45.5202471,-122.6741949
Portland,33,2019-02-25,45.5202471,-122.6741949
Sacramento,7,2019-02-25,38.5815719,-121.4943996
San Francisco,3,2019-02-25,37.7790262,-122.4199061
Seattle,10,2019-02-25,47.6038321,-122.3300624
South Bend,43,2019-02-25,41.6833813,-86.2500066
Washington DC,3,2019-02-25,38.8948932,-77.0365529
Wausau,92,2019-02-25,44.9596017,-89.6298239
Austin TX,12,2019-03-04,30.2711286,-97.7436995
Boston MA,3,2019-03-04,42.3602534,-71.0582912
Chicago IL,1,2019-03-04,41.8755616,-87.6244212
Clarksburg,100,2019-03-04,39.2806451,-80.3445341
Columbus OH,7,2019-03-04,39.9622601,-83.0007065
Detroit MI,5,2019-03-04,42.3315509,-83.0466403
Duluth MN,54,2019-03-04,46.7729322,-92.1251218
Eugene OR,30,2019-03-04,44.0505054,-123.0950506
Ft. Smith,23,2019-03-04,35.3872218,-94.4248983
Green Bay,18,2019-03-04,44.5126379,-88.0125794
Greenville,9,2019-03-04,34.851354,-82.3984882
Honolulu HI,13,2019-03-04,21.304547,-157.8556764
Houston TX,2,2019-03-04,29.7589382,-95.3676974
Kansas City MO,7,2019-03-04,39.100105,-94.5781416
Medford,48,2019-03-04,42.4184296,-71.1061639
Milwaukee WI,7,2019-03-04,43.0349931,-87.922497
Minneapolis,3,2019-03-04,44.9772995,-93.2654692
New Orleans LA,11,2019-03-04,29.9499323,-90.0701156
New York NY,1,2019-03-04,40.7127281,-74.0060152
Orlando,3,2019-03-04,28.5421109,-81.3790304
Philadelphia PA,3,2019-03-04,39.9527237,-75.1635262
Portland OR,7,2019-03-04,45.5202471,-122.6741949
Raleigh,4,2019-03-04,35.7803977,-78.6390989
Sacramento,4,2019-03-04,38.5815719,-121.4943996
Salt Lake City UT,5,2019-03-04,40.7596198,-111.8867975
San Francisco,2,2019-03-04,37.7790262,-122.4199061
Seattle,3,2019-03-04,47.6038321,-122.3300624
St. Louis MO,5,2019-03-04,38.6529545,-90.24111656024635
Syracuse NY,18,2019-03-04,43.0481221,-76.1474244
Washington DC,2,2019-03-04,38.8948932,-77.0365529
Youngstown OH,35,2019-03-04,41.1035786,-80.6520161
Albany,9,2019-03-11,42.6511674,-73.754968
Albuquerque,15,2019-03-11,35.0841034,-106.6509851
Alexandria LA,91,2019-03-11,31.199004,29.894378
Atlanta GA,3,2019-03-11,33.7490987,-84.3901849
Austin TX,6,2019-03-11,30.2711286,-97.7436995
Biloxi,44,2019-03-11,30.374673,-88.84594333482862
Birmingham AL,8,2019-03-11,33.570499,-86.765783
Bluefield,67,2019-03-11,37.2698395,-81.2223195
Boston MA,7,2019-03-11,42.3602534,-71.0582912
Burlington VT,29,2019-03-11,44.4762975,-73.2135472
Butte,71,2019-03-11,39.6519275,-121.5858444
Champaign,16,2019-03-11,40.1164205,-88.2433829
Charleston SC,14,2019-03-11,32.7876012,-79.9402728
Charlotte NC,7,2019-03-11,35.2270869,-80.8431268
Chicago IL,2,2019-03-11,41.8755616,-87.6244212
Cincinnati OH,7,2019-03-11,39.1014537,-84.5124602
Cleveland,8,2019-03-11,41.5051613,-81.6934446
Colorado Springs,20,2019-03-11,38.8339578,-104.8253485
Columbia SC,13,2019-03-11,34.0007493,-81.0343313
Dallas,5,2019-03-11,32.7762719,-96.7968559
Denver CO,7,2019-03-11,39.7348381,-104.9653271
Detroit MI,4,2019-03-11,42.3315509,-83.0466403
Duluth MN,42,2019-03-11,46.7729322,-92.1251218
Eugene OR,22,2019-03-11,44.0505054,-123.0950506
Eureka CA,100,2019-03-11,45.4985271,-62.6816736
Ft. Smith,17,2019-03-11,35.3872218,-94.4248983
Gainesville FL,33,2019-03-11,29.67357765,-82.32337460192167
