geoName,interest,date,lat,long
Cincinnati OH,38,2019-01-01,39.1014537,-84.5124602
Dayton OH,100,2019-01-01,39.7589478,-84.1916069
Cincinnati OH,13,2019-01-07,39.1014537,-84.5124602
Columbus OH,12,2019-01-07,39.9622601,-83.0007065
Dayton OH,100,2019-01-07,39.7589478,-84.1916069
Ft. Myers,26,2019-01-07,26.640628,-81.8723084
Mobile AL,27,2019-01-07,39.092585,-84.853229
Portland OR,9,2019-01-07,45.5202471,-122.6741949
Cincinnati OH,39,2019-01-14,39.1014537,-84.5124602
Dayton OH,100,2019-01-14,39.7589478,-84.1916069
San Francisco,10,2019-01-14,37.7790262,-122.4199061
Cincinnati OH,24,2019-01-21,39.1014537,-84.5124602
Columbus OH,22,2019-01-21,39.9622601,-83.0007065
Dayton OH,100,2019-01-21,39.7589478,-84.1916069
Los Angeles CA,3,2019-01-21,34.0536909,-118.2427666
Chattanooga TN,60,2019-01-28,35.0457219,-85.3094883
Cincinnati OH,19,2019-01-28,39.1014537,-84.5124602
Cleveland,13,2019-01-28,41.5051613,-81.6934446
Dayton OH,100,2019-01-28,39.7589478,-84.1916069
Indianapolis IN,17,2019-01-28,39.7683331,-86.1583502
Kansas City MO,19,2019-01-28,39.100105,-94.5781416
Knoxville TN,42,2019-01-28,35.9603948,-83.9210261
Cincinnati OH,6,2019-02-04,39.1014537,-84.5124602
Dayton OH,17,2019-02-04,39.7589478,-84.1916069
Ft. Smith,22,2019-02-04,35.3872218,-94.4248983
Orlando,3,2019-02-04,28.5421109,-81.3790304
Quincy IL,100,2019-02-04,39.9368363,-120.9471764
Toledo OH,18,2019-02-04,41.6786754,-83.5127283
Cincinnati OH,51,2019-02-11,39.1014537,-84.5124602
Cleveland,17,2019-02-11,41.5051613,-81.6934446
Dayton OH,100,2019-02-11,39.7589478,-84.1916069
Washington DC,7,2019-02-11,38.8948932,-77.0365529
Chattanooga TN,53,2019-02-18,35.0457219,-85.3094883
Dayton OH,100,2019-02-18,39.7589478,-84.1916069
Houston TX,5,2019-02-18,29.7589382,-95.3676974
Richmond,27,2019-02-18,37.5385087,-77.43428
Dayton OH,100,2019-02-25,39.7589478,-84.1916069
Indianapolis IN,17,2019-02-25,39.7683331,-86.1583502
San Diego CA,12,2019-02-25,32.7174209,-117.1627714
Dayton OH,100,2019-03-04,39.7589478,-84.1916069
Philadelphia PA,7,2019-03-04,39.9527237,-75.1635262
Reno NV,98,2019-03-04,39.5261206,-119.8126581
Cincinnati OH,39,2019-03-11,39.1014537,-84.5124602
Dallas,10,2019-03-11,32.7762719,-96.7968559
Dayton OH,100,2019-03-11,39.7589478,-84.1916069
Denver CO,18,2019-03-11,39.7348381,-104.9653271
Nashville TN,30,2019-03-11,36.1622296,-86.7743531
Philadelphia PA,11,2019-03-11,39.9527237,-75.1635262
Cincinnati OH,30,2019-03-18,39.1014537,-84.5124602
Columbus OH,29,2019-03-18,39.9622601,-83.0007065
Dayton OH,100,2019-03-18,39.7589478,-84.1916069
Denver CO,14,2019-03-18,39.7348381,-104.9653271
Houston TX,9,2019-03-18,29.7589382,-95.3676974
Indianapolis IN,25,2019-03-18,39.7683331,-86.1583502
Philadelphia PA,8,2019-03-18,39.9527237,-75.1635262
Cincinnati OH,19,2019-03-25,39.1014537,-84.5124602
Dayton OH,100,2019-03-25,39.7589478,-84.1916069
Nashville TN,14,2019-03-25,36.1622296,-86.7743531
Washington DC,5,2019-03-25,38.8948932,-77.0365529
Atlanta GA,5,2019-04-01,33.7490987,-84.3901849
Dayton OH,100,2019-04-01,39.7589478,-84.1916069
Reno NV,59,2019-04-01,39.5261206,-119.8126581
Atlanta GA,12,2019-04-08,33.7490987,-84.3901849
Cincinnati OH,39,2019-04-08,39.1014537,-84.5124602
Dayton OH,100,2019-04-08,39.7589478,-84.1916069
Cleveland,6,2019-04-15,41.5051613,-81.6934446
Columbus OH,9,2019-04-15,39.9622601,-83.0007065
Dallas,2,2019-04-15,32.7762719,-96.7968559
Dayton OH,100,2019-04-15,39.7589478,-84.1916069
Omaha NE,19,2019-04-15,41.2587459,-95.9383758
West Palm Beach,12,2019-04-15,26.7153425,-80.0533746
Dallas,6,2019-04-22,32.7762719,-96.7968559
Dayton OH,100,2019-04-22,39.7589478,-84.1916069
Seattle,11,2019-04-22,47.6038321,-122.3300624
Spokane WA,68,2019-04-22,47.6579425,-117.4212265
Cincinnati OH,39,2019-04-29,39.1014537,-84.5124602
Cleveland,24,2019-04-29,41.5051613,-81.6934446
Dayton OH,100,2019-04-29,39.7589478,-84.1916069
Minneapolis,19,2019-04-29,44.9772995,-93.2654692
Tampa,21,2019-04-29,27.9477595,-82.458444
Chicago IL,6,2019-05-06,41.8755616,-87.6244212
Cincinnati OH,29,2019-05-06,39.1014537,-84.5124602
Dayton OH,100,2019-05-06,39.7589478,-84.1916069
Minneapolis,14,2019-05-06,44.9772995,-93.2654692
Philadelphia PA,8,2019-05-06,39.9527237,-75.1635262
Chattanooga TN,25,2019-05-13,35.0457219,-85.3094883
Cincinnati OH,13,2019-05-13,39.1014537,-84.5124602
Cleveland,5,2019-05-13,41.5051613,-81.6934446
Columbus OH,7,2019-05-13,39.9622601,-83.0007065
Dayton OH,48,2019-05-13,39.7589478,-84.1916069
Minneapolis,4,2019-05-13,44.9772995,-93.2654692
Rapid City SD,100,2019-05-13,44.081176,-103.228006
Tampa,4,2019-05-13,27.9477595,-82.458444
Cincinnati OH,19,2019-05-20,39.1014537,-84.5124602
Columbus OH,18,2019-05-20,39.9622601,-83.0007065
Dayton OH,100,2019-05-20,39.7589478,-84.1916069
New York NY,2,2019-05-20,40.7127281,-74.0060152
Wichita,51,2019-05-20,37.6922361,-97.3375448
Cleveland,12,2019-05-27,41.5051613,-81.6934446
Columbus OH,19,2019-05-27,39.9622601,-83.0007065
Dayton OH,100,2019-05-27,39.7589478,-84.1916069
Houston TX,6,2019-05-27,29.7589382,-95.3676974
Kansas City MO,19,2019-05-27,39.100105,-94.5781416
Los Angeles CA,2,2019-05-27,34.0536909,-118.2427666
Minneapolis,9,2019-05-27,44.9772995,-93.2654692
New York NY,2,2019-05-27,40.7127281,-74.0060152
Orlando,10,2019-05-27,28.5421109,-81.3790304
Philadelphia PA,5,2019-05-27,39.9527237,-75.1635262
Phoenix AZ,9,2019-05-27,33.4484367,-112.0741417
Sacramento,11,2019-05-27,38.5815719,-121.4943996
Cincinnati OH,21,2019-06-03,39.1014537,-84.5124602
Cleveland,5,2019-06-03,41.5051613,-81.6934446
Columbus OH,9,2019-06-03,39.9622601,-83.0007065
Dallas,2,2019-06-03,32.7762719,-96.7968559
Dayton OH,100,2019-06-03,39.7589478,-84.1916069
Houston TX,3,2019-06-03,29.7589382,-95.3676974
Raleigh,5,2019-06-03,35.7803977,-78.6390989
Toledo OH,25,2019-06-03,41.6786754,-83.5127283
Columbus OH,11,2019-06-10,39.9622601,-83.0007065
Dayton OH,100,2019-06-10,39.7589478,-84.1916069
Indianapolis IN,10,2019-06-10,39.7683331,-86.1583502
Miami,5,2019-06-10,25.7742658,-80.1936589
New York NY,1,2019-06-10,40.7127281,-74.0060152
Philadelphia PA,3,2019-06-10,39.9527237,-75.1635262
Cincinnati OH,19,2019-06-17,39.1014537,-84.5124602
Columbus OH,20,2019-06-17,39.9622601,-83.0007065
Dayton OH,100,2019-06-17,39.7589478,-84.1916069
